Result Time,Granularity Period,Object Name,Reliability,"L.Cell.Unavail.Dur.Sys","L.ChMeas.PRB.DL.Avail","L.ChMeas.PRB.DL.Used.Avg","L.ChMeas.PRB.PUSCH.Avg","L.ChMeas.PRB.UL.Avail","L.ChMeas.PRB.UL.Used.Avg","L.CSFB.PrepAtt","L.CSFB.PrepAtt.Idle","L.CSFB.PrepSucc","L.CSFB.PrepSucc.Idle","L.E-RAB.AbnormRel","L.E-RAB.AbnormRel.MME","L.E-RAB.AttEst","L.E-RAB.NormRel","L.E-RAB.SuccEst","L.HHO.IntereNB.InterFreq.ExecAttOut","L.HHO.IntereNB.InterFreq.ExecSuccOut","L.HHO.IntereNB.IntraFreq.ExecAttOut","L.HHO.IntereNB.IntraFreq.ExecSuccOut","L.HHO.IntereNB.IntraFreq.Succ.ReEst2Src","L.HHO.IntraeNB.InterFreq.ExecAttOut","L.HHO.IntraeNB.InterFreq.ExecSuccOut","L.HHO.IntraeNB.IntraFreq.ExecAttOut","L.HHO.IntraeNB.IntraFreq.ExecSuccOut","L.HHO.IntraeNB.IntraFreq.Succ.ReEst2Src","L.IRATHO.E2G.ExecAttOut","L.IRATHO.E2G.ExecSuccOut","L.IRATHO.E2W.ExecAttOut","L.IRATHO.E2W.ExecSuccOut","L.Paging.S1.Rx","L.RRCRedirection.E2G","L.RRCRedirection.E2G.CSFB","L.RRCRedirection.E2G.PrepAtt","L.RRCRedirection.E2W","L.RRCRedirection.E2W.CSFB","L.RRCRedirection.E2W.PrepAtt","L.RRC.ConnReq.Att.DelayTol","L.RRC.ConnReq.Att.Emc","L.RRC.ConnReq.Att.HighPri","L.RRC.ConnReq.Att.MoData","L.RRC.ConnReq.Att.MoSig","L.RRC.ConnReq.Att.Mt","L.RRC.ConnReq.Succ.DelayTol","L.RRC.ConnReq.Succ.Emc","L.RRC.ConnReq.Succ.HighPri","L.RRC.ConnReq.Succ.MoData","L.RRC.ConnReq.Succ.MoSig","L.RRC.ConnReq.Succ.Mt","L.S1Sig.ConnEst.Att","L.S1Sig.ConnEst.Succ","L.Thrp.bits.DL","L.Thrp.bits.DL.LastTTI","L.Thrp.bits.DL.QCI.1","L.Thrp.bits.DL.SRB","L.Thrp.bits.UE.UL.LastTTI","L.Thrp.bits.UL","L.Thrp.bits.UL.QCI.1","L.Thrp.bits.UL.SRB","L.Thrp.Time.Cell.DL","L.Thrp.Time.Cell.DL.HighPrecision","L.Thrp.Time.Cell.UL","L.Thrp.Time.Cell.UL.HighPrecision","L.Thrp.Time.DL","L.Thrp.Time.DL.RmvLastTTI","L.Thrp.Time.UE.UL.RmvLastTTI","L.Thrp.Time.UL","L.Traffic.ActiveUser.Avg","L.Traffic.ActiveUser.DL.Avg","L.Traffic.ActiveUser.Max","L.Traffic.ActiveUser.UL.Avg","L.Traffic.SUNPT.DL.Avg","L.Traffic.User.Avg","L.Traffic.User.DLData.Avg","L.Traffic.User.DLData.Max","L.Traffic.User.Max","L.Traffic.User.ULData.Avg","L.Traffic.User.ULData.Max","L.Traffic.User.VoIP.Avg","L.Traffic.User.VoIP.Max","Radio Network Availability Rate (LTE)","(LTE) DL Resource Block Utilizing Rate"
,Minutes,,,s,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,bit,bit,bit,bit,bit,bit,bit,bit,s,ms,s,ms,ms,ms,ms,ms,None,None,None,None,None,None,None,None,None,None,None,None,None,%,%
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=14, Cell Name=E_JKB559ME1_Lianabakery_ME01, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,6.234,4.591,100,17.836,1,1,1,1,0,0,1995,812,1990,10,10,53,53,0,26,26,145,145,0,0,0,0,0,185665,0,0,,1,1,,0,0,34,1026,148,540,0,0,34,1026,148,540,1747,1747,6590579912,3860241560,0,4403320,153733864,340327416,0,8195632,,235606,,178727,233988,79276,63581,195976,0.362,0.199,5,0.201,0.181,6.876,,,15,,,0,0,100,6.234
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=12, Cell Name=N_JKB559MT1_Lianabakery_MT01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,7.684,4.392,50,10.646,1,0,1,0,1,0,1225,2013,1223,52,52,51,51,0,138,138,126,126,0,0,0,0,0,185665,0,0,,2,1,,0,0,4,526,61,224,0,0,4,521,59,224,808,808,10597981392,694889760,0,4205760,213573160,511506312,0,5424616,,613031,,389153,731356,469263,161961,410802,0.708,0.413,7,0.346,0.301,15.157,,,26,,,0,0,100,15.368
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=11, Cell Name=E_JKB559ML1_Lianabakery_ML01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,10.967,4.749,95,13.163,1,0,1,0,0,0,1781,3012,1781,52,52,54,54,0,154,154,192,192,0,0,0,0,0,185665,0,0,,2,1,,0,0,10,887,91,378,0,0,10,887,91,378,1366,1366,14083821056,1457413168,0,5794840,306718112,629483440,0,7862448,,493906,,402913,546223,237798,158327,425836,0.599,0.329,7,0.311,0.305,18.222,,,29,,,0,0,100,11.424
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=51, Cell Name=E_EPE033OL1_SetiabudirpjsmacroBTSH_OL02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,4.599,1.088,95,7.06,0,0,0,0,0,0,876,898,876,0,0,31,31,0,0,0,30,30,0,0,0,0,0,143858,0,0,,1,0,,0,0,0,420,19,246,0,0,0,420,19,246,685,685,3708531768,295467664,0,1665904,105337824,267907096,0,3260520,,170304,,104471,179477,139621,46111,105736,0.165,0.105,5,0.074,0.073,6.107,,,11,,,0,0,100,4.791
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=41, Cell Name=E_EPE033OL1_SetiabudirpjsmacroBTSH_OL01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,12.607,3.467,95,10.091,0,0,0,0,1,0,1285,1490,1285,7,7,30,30,0,7,7,71,71,0,0,0,0,0,143858,0,0,,23,0,,0,0,2,709,49,409,0,0,2,709,49,409,1169,1169,15916482624,1036210056,0,2650864,245499584,771030200,0,6720592,,597125,,395797,747585,490296,129853,418294,0.597,0.407,8,0.257,0.293,11.499,,,19,,,0,0,100,13.132
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=35, Cell Name=E_JKS486MF1_Setiabudirpj_MF03, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,7.348,2.231,100,14.156,0,0,0,0,0,0,494,363,491,1,1,63,63,0,4,4,22,22,0,0,0,0,0,143858,0,0,,0,0,,0,0,0,197,54,143,0,0,0,197,53,143,393,393,3320334688,82212808,0,1357488,41765024,105553504,0,3282200,,151622,,59117,222484,205313,22767,60709,0.146,0.097,3,0.071,0.088,2.135,,,7,,,0,0,100,7.348
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=34, Cell Name=E_JKS486ME1_Setiabudirpj_ME03, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,8.604,4.63,100,17.982,0,0,0,0,0,0,994,586,994,0,0,63,63,0,1,1,39,39,0,0,0,0,0,143858,0,0,,2,0,,0,0,0,504,65,317,0,0,0,504,65,317,886,886,3147106536,431985232,0,2685784,102658424,189533536,0,4655384,,229667,,222978,271935,158893,53684,237582,0.347,0.205,4,0.192,0.162,3.735,,,8,,,0,0,100,8.604
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=32, Cell Name=E_JKS486MT1_Setiabudirpj_MT03, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,18.083,9.159,50,17.377,0,0,0,0,1,0,2689,2944,2686,8,8,20,20,0,77,77,5459,5458,1,0,0,0,0,143856,0,0,,3,0,,0,0,154,1310,99,446,0,0,154,1310,99,446,2009,2009,20592721184,2736093904,0,18234080,806629664,2469921120,0,18229176,,1791048,,1164208,2918307,1750119,464364,1406676,1.99,1.37,10,0.857,1.008,24.042,,,37,,,0,0,100,36.166
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=31, Cell Name=E_JKS486ML1_Setiabudirpj_ML03, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,7.566,2.183,95,7.859,0,0,0,0,0,0,482,869,482,0,0,16,16,0,3,3,15,15,0,0,0,0,0,143858,0,0,,0,0,,0,0,0,267,29,56,0,0,0,267,29,56,352,352,4915433496,1502629920,0,1738656,172788504,440927880,0,2087216,,342023,,319630,366762,174907,146161,332767,0.375,0.219,5,0.2,0.181,7.386,,,12,,,0,0,100,7.881
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=25, Cell Name=C_JKS486TF1_Setiabudirpj_TF02, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,29.986,24.874,100,45.254,1,0,1,0,2,0,5004,3983,5004,5,5,80,80,0,54,54,51,51,0,0,0,0,0,143858,0,0,,12,1,,0,0,76,2620,292,1401,0,0,76,2620,292,1401,4389,4389,22336035640,3630473056,0,10696728,600218824,1347180680,0,19298600,,790056,,453360,1290702,898264,377812,697935,1.556,0.896,10,0.839,0.797,29.586,,,48,,,0,0,100,29.986
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=24, Cell Name=C_JKS486TE1_Setiabudirpj_TE02, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,30.301,32.716,100,53.573,1,1,1,1,3,0,5591,4418,5589,12,12,126,126,0,74,74,120,120,0,0,0,0,0,143858,1,1,,2,0,,0,0,15,2526,360,1963,0,0,15,2526,360,1963,4864,4864,24533116192,3492651256,0,11968424,1125493928,2969680720,0,22177400,,1099420,,642562,2531913,1745790,565766,1506972,2.712,1.412,16,1.591,0.987,34.097,,,49,,,0,0,100,30.301
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=22, Cell Name=E_JKS486MT1_Setiabudirpj_MT02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,21.781,12.275,50,20.635,0,0,0,0,4,0,4785,5495,4741,226,226,114,113,1,801,801,816,816,0,0,0,0,0,143858,0,0,,216,0,,0,0,17,2099,571,1235,0,0,17,2093,545,1233,3888,3888,23744772408,1781415664,0,18666904,421278216,1670819464,0,31489920,,1634234,,1232796,2773712,2294126,830415,1505994,2.364,1.397,14,1.263,1.016,33.815,,,46,,,0,0,100,43.562
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=21, Cell Name=E_JKS486ML1_Setiabudirpj_ML02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,37.395,32.79,95,42.71,1,0,1,0,6,0,2038,4259,2038,7,7,53,53,0,718,718,46,46,0,0,0,0,0,143858,0,0,,3,1,,0,0,24,1004,135,445,0,0,24,1001,135,445,1605,1605,62576908560,13870490808,0,11349568,2735959320,16812722144,0,14850360,,2044033,,1994035,3586617,1737985,1737437,2838124,3.886,2.028,16,2.309,1.404,43.026,,,59,,,0,0,100,38.953
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=15, Cell Name=E_JKS486MF1_Setiabudirpj_MF01, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,17.724,16.937,100,36.105,0,0,0,0,0,0,3489,2429,3489,2,2,49,49,0,28,28,52,52,0,0,0,0,0,143858,0,0,,4,0,,0,0,5,1693,190,920,0,0,5,1693,190,920,2808,2808,12751404944,2459499040,0,7680200,524492392,1096767416,0,12677264,,795175,,503161,1287938,579521,249073,798381,1.505,0.939,10,0.747,0.558,18.897,,,30,,,0,0,100,17.724
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=14, Cell Name=E_JKS486ME1_Setiabudirpj_ME01, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,22.506,26.262,100,43.931,0,0,0,0,0,0,5637,4057,5637,2,2,128,128,0,26,26,140,140,0,0,0,0,0,143858,0,0,,2,0,,0,0,13,2861,320,1511,0,0,13,2860,320,1511,4704,4704,11694559672,1465298816,0,12179832,1129125648,2468462456,0,18326656,,739389,,540546,1689564,896348,376988,968539,1.83,1.043,12,0.957,0.659,28.766,,,44,,,0,0,100,22.506
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=12, Cell Name=E_JKS486MT1_Setiabudirpj_MT01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,36.722,22.397,50,31.028,0,0,0,0,1,0,4544,5333,4499,66,66,1148,1146,2,179,179,6539,6534,106,0,0,0,0,143855,0,0,,63,0,,0,0,9,2055,562,1443,0,0,9,2051,498,1442,4000,4000,53914575456,1960844832,56920,34879664,947573096,5005442392,65984,33793960,,2765543,,2379351,7336432,6609305,2963749,3917628,5.96,3.106,24,3.59,1.936,50.202,,,68,,,0.001,1,100,73.444
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=11, Cell Name=E_JKS486ML1_Setiabudirpj_ML01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,51.258,24.182,95,34.713,1,0,1,0,2,0,3800,6497,3793,106,106,122,122,2,323,323,67,66,1,0,0,0,0,143857,0,0,,14,1,,0,0,99,1957,230,852,0,0,99,1956,227,852,3134,3134,83482148864,8019009832,0,16426744,4241905752,10266107664,0,19863432,,2528290,,2046840,6433843,4084142,1586992,2936426,5.581,3.386,20,2.646,2.278,65.581,,,87,,,0,0,100,53.394
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=33, Cell Name=E_JKS486MR1_Setiabudirpj_MR03, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,2.846,0.962,50,5.562,0,0,0,0,0,0,298,298,298,0,0,3,3,0,25,25,19,19,0,0,0,0,0,143858,0,0,,0,0,,0,0,0,136,15,52,0,0,0,136,15,52,203,203,1346020440,364369696,0,754616,144830816,263267792,0,1350920,,255043,,290203,261723,44800,76547,300252,0.329,0.168,4,0.178,0.145,3.15,,,6,,,0,0,100,5.692
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=23, Cell Name=E_JKS486MR1_Setiabudirpj_MR02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,17.988,2.399,50,8.767,1,1,1,1,0,0,1449,1558,1449,7,7,28,28,0,538,538,28,28,0,0,0,0,0,143858,1,1,,1,0,,0,0,1,681,85,415,0,0,1,680,83,415,1179,1179,35090804744,2421260224,0,5163328,366186272,821950296,0,11413528,,1101381,,414388,1635682,1271276,172333,435588,0.891,0.689,6,0.354,0.609,10.6,,,24,,,0,0,100,35.976
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=13, Cell Name=E_JKS486MR1_Setiabudirpj_MR01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,17.462,2.034,50,7.9,0,0,0,0,0,0,1216,1243,1216,9,9,8,8,0,514,514,35,35,0,0,0,0,0,143858,0,0,,6,0,,0,0,1,591,89,379,0,0,1,591,84,377,1053,1052,11404452152,931681728,0,3837240,249036760,564372648,0,5662496,,602276,,362595,1511846,881584,135414,382292,0.91,0.673,8,0.331,0.697,10.918,,,21,,,0,0,100,34.924
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=55, Cell Name=C_JKS486TF1_Setiabudirpj_TF05, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,26.312,21.807,100,42.151,0,0,0,0,1,0,5532,4799,5532,1,1,42,42,0,21,21,13,13,0,0,0,0,0,143858,0,0,,1,0,,0,0,4,2630,315,1613,0,0,4,2630,315,1613,4562,4562,20620606552,2570983592,0,9853584,442210296,1158458488,0,21354192,,866798,,491354,1260804,801067,317521,827817,1.631,0.995,12,0.857,0.784,32.28,,,55,,,0,0,100,26.312
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=54, Cell Name=C_JKS486TE1_Setiabudirpj_TE05, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,34.741,30.371,100,51.228,3,2,3,2,1,0,7407,6539,7400,0,0,60,60,0,28,28,11,11,0,0,0,0,0,143858,2,2,,15,1,,0,0,6,3562,481,2230,0,0,6,3562,481,2230,6279,6279,42064447320,6949323992,0,14005368,693368680,1774226096,0,34475648,,1453201,,611138,2455976,1671132,551407,1298436,2.596,1.562,14,1.396,1.133,41.241,,,57,,,0,0,100,34.741
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=41, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL04, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,0,100,0.843,0.038,100,4.638,0,0,0,0,0,0,170,166,170,0,0,3,3,0,0,0,0,0,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,115,5,39,0,0,0,115,5,39,159,159,34759128,6724544,0,202448,3558288,6900008,0,269672,,3192,,3022,3298,1249,1175,3033,0.006,0.004,2,0.002,0.002,0.623,,,3,,,0,0,100,0.843
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=31, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL03, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,0,100,0.863,0.014,100,4.614,0,0,0,0,0,0,52,50,52,0,0,5,5,0,1,1,1,1,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,36,2,11,0,0,0,36,2,11,49,49,84578664,11277312,0,114448,2244800,4084344,0,124880,,2649,,1216,2745,1962,504,1216,0.002,0.001,2,0.001,0.002,0.156,,,2,,,0,0,100,0.863
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=21, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL02, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,0,100,0.812,0.021,100,4.621,0,0,0,0,0,0,51,49,51,0,0,1,1,0,6,6,3,3,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,28,1,21,0,0,0,28,1,21,50,50,17396504,9005208,0,135392,2944240,4283872,0,311696,,1744,,2084,1660,197,725,2085,0.005,0.004,2,0.001,0.002,0.247,,,2,,,0,0,100,0.812
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=11, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL01, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,0,100,0.952,0.063,100,4.663,0,0,0,0,0,0,32,31,32,0,0,6,6,0,0,0,2,2,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,15,5,15,0,0,0,15,5,15,35,35,173509384,17819072,0,106648,7363904,13797672,0,226144,,7568,,5728,7961,4945,2037,5731,0.009,0.006,2,0.004,0.004,1.198,,,3,,,0,0,100,0.952
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=33, Cell Name=E_JSX930IR8_Telkomlandmarktwrlampsite9_IR03, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,0.8,0.001,50,4.601,0,0,0,0,0,0,0,4,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64640,64640,0,19152,32056,84952,0,17216,,30,,43,30,0,19,44,0,0,1,0,0,0.016,,,1,,,0,0,100,1.6
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=32, Cell Name=E_JSX930IT8_Telkomlandmarktwrlampsite9_IT03, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,0.801,0.002,50,4.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822432,464624,0,2224,179520,1096432,0,848,,248,,258,237,43,159,258,0,0,1,0,0,0.001,,,1,,,0,0,100,1.602
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=35, Cell Name=E_JSX930IF8_Telkomlandmarktwrlampsite9_IF03, eNodeB ID=634930, Cell FDD TDD indication=CELL_TDD",Reliable,0,50,1.477,0.046,50,10.976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195084520,1337192,0,2720,2828056,4810384,0,1688,,21436,,3483,28943,28469,643,3484,0.01,0.009,2,0.002,0.008,0.037,,,2,,,0,0,100,2.954
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=34, Cell Name=E_JSX930IE8_Telkomlandmarktwrlampsite9_IE03, eNodeB ID=634930, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,1.206,0.092,100,10.95,0,0,0,0,0,0,28,23,28,0,0,1,1,0,1,1,0,0,0,0,0,0,0,105141,0,0,,0,0,,0,0,0,16,1,7,0,0,0,16,1,7,24,24,46837648,1981520,0,45624,1551416,2693240,0,156992,,3973,,1831,5149,4277,534,1850,0.004,0.002,2,0.002,0.003,0.165,,,3,,,0,0,100,1.206
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=35, Cell Name=E_DPK101MF1_Bktsawangan_MF03, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,14.046,11.165,100,25.513,0,0,0,0,0,0,1229,1120,1227,0,0,5,5,0,3,3,72,71,1,0,0,0,0,277153,0,0,,0,0,,0,0,0,572,84,400,0,0,0,572,84,400,1056,1056,17649477608,3553461232,0,2319608,313870088,628063736,0,3253768,,503986,,278292,684135,397242,107109,340950,0.638,0.453,6,0.254,0.319,12.13,,,19,,,0,0,100,14.046
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=34, Cell Name=E_DPK101ME1_Bktsawangan_ME03, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,6.862,7.931,100,25.259,1,0,1,0,0,0,1781,1592,1780,1,1,11,11,0,6,6,69,69,0,0,0,0,0,277152,0,0,,1,1,,0,0,0,719,137,677,0,0,0,719,137,677,1533,1533,5478890656,1533950336,0,3524576,151645480,297013744,0,4153720,,248493,,178031,263360,88344,49305,200813,0.414,0.302,6,0.147,0.187,10.222,,,19,,,0,0,100,6.862
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=32, Cell Name=E_DPK101MT1_Bktsawangan_MT03, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,11.458,11.923,50,19.455,0,0,0,0,3,0,2738,3473,2738,279,279,443,434,1,153,153,22,22,0,0,0,0,0,277153,0,0,,0,0,,0,0,4,1122,588,551,0,0,4,1122,585,551,2262,2262,15920622664,671169640,0,11023688,300655152,1358977208,0,17589032,,1015890,,1207128,1977802,1424253,1109698,1424618,2.435,0.775,11,1.855,0.561,25.32,,,37,,,0,0,100,22.916
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=31, Cell Name=E_DPK101ML1_Bktsawangan_ML03, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,18.635,9.627,95,15.686,0,0,0,0,0,0,1294,2062,1289,4,2,59,59,0,146,146,91,91,0,0,0,0,0,277153,0,0,,0,0,,0,0,4,545,135,327,0,0,4,545,135,327,1011,1011,23100541664,6985051240,0,4754832,844894608,2261176584,0,4804600,,1143814,,990924,1865478,824472,521850,1110990,1.857,1.065,10,0.992,0.673,20.93,,,33,,,0,0,100,19.411
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=25, Cell Name=E_DPK101MF1_Bktsawangan_MF02, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,14.911,27.662,100,41.658,1,0,1,0,0,0,1676,1401,1675,1,1,66,66,0,7,7,33,33,0,0,0,0,0,277152,0,0,,14,1,,0,0,3,729,135,613,0,0,3,729,135,613,1480,1480,18127980472,5334679464,0,4158280,761548048,2486996632,0,7283456,,662826,,490946,837748,367634,412800,869097,1.451,0.666,9,0.984,0.446,14.932,,,31,,,0,0,100,14.911
