Result Time,Granularity Period,Object Name,Reliability,"L.Cell.Unavail.Dur.Sys","L.ChMeas.PRB.DL.Avail","L.ChMeas.PRB.DL.Used.Avg","L.ChMeas.PRB.PUSCH.Avg","L.ChMeas.PRB.UL.Avail","L.ChMeas.PRB.UL.Used.Avg","L.CSFB.PrepAtt","L.CSFB.PrepAtt.Idle","L.CSFB.PrepSucc","L.CSFB.PrepSucc.Idle","L.E-RAB.AbnormRel","L.E-RAB.AbnormRel.MME","L.E-RAB.AttEst","L.E-RAB.NormRel","L.E-RAB.SuccEst","L.HHO.IntereNB.InterFreq.ExecAttOut","L.HHO.IntereNB.InterFreq.ExecSuccOut","L.HHO.IntereNB.IntraFreq.ExecAttOut","L.HHO.IntereNB.IntraFreq.ExecSuccOut","L.HHO.IntereNB.IntraFreq.Succ.ReEst2Src","L.HHO.IntraeNB.InterFreq.ExecAttOut","L.HHO.IntraeNB.InterFreq.ExecSuccOut","L.HHO.IntraeNB.IntraFreq.ExecAttOut","L.HHO.IntraeNB.IntraFreq.ExecSuccOut","L.HHO.IntraeNB.IntraFreq.Succ.ReEst2Src","L.IRATHO.E2G.ExecAttOut","L.IRATHO.E2G.ExecSuccOut","L.IRATHO.E2W.ExecAttOut","L.IRATHO.E2W.ExecSuccOut","L.Paging.S1.Rx","L.RRCRedirection.E2G","L.RRCRedirection.E2G.CSFB","L.RRCRedirection.E2G.PrepAtt","L.RRCRedirection.E2W","L.RRCRedirection.E2W.CSFB","L.RRCRedirection.E2W.PrepAtt","L.RRC.ConnReq.Att.DelayTol","L.RRC.ConnReq.Att.Emc","L.RRC.ConnReq.Att.HighPri","L.RRC.ConnReq.Att.MoData","L.RRC.ConnReq.Att.MoSig","L.RRC.ConnReq.Att.Mt","L.RRC.ConnReq.Succ.DelayTol","L.RRC.ConnReq.Succ.Emc","L.RRC.ConnReq.Succ.HighPri","L.RRC.ConnReq.Succ.MoData","L.RRC.ConnReq.Succ.MoSig","L.RRC.ConnReq.Succ.Mt","L.S1Sig.ConnEst.Att","L.S1Sig.ConnEst.Succ","L.Thrp.bits.DL","L.Thrp.bits.DL.LastTTI","L.Thrp.bits.DL.QCI.1","L.Thrp.bits.DL.SRB","L.Thrp.bits.UE.UL.LastTTI","L.Thrp.bits.UL","L.Thrp.bits.UL.QCI.1","L.Thrp.bits.UL.SRB","L.Thrp.Time.Cell.DL","L.Thrp.Time.Cell.DL.HighPrecision","L.Thrp.Time.Cell.UL","L.Thrp.Time.Cell.UL.HighPrecision","L.Thrp.Time.DL","L.Thrp.Time.DL.RmvLastTTI","L.Thrp.Time.UE.UL.RmvLastTTI","L.Thrp.Time.UL","L.Traffic.ActiveUser.Avg","L.Traffic.ActiveUser.DL.Avg","L.Traffic.ActiveUser.Max","L.Traffic.ActiveUser.UL.Avg","L.Traffic.SUNPT.DL.Avg","L.Traffic.User.Avg","L.Traffic.User.DLData.Avg","L.Traffic.User.DLData.Max","L.Traffic.User.Max","L.Traffic.User.ULData.Avg","L.Traffic.User.ULData.Max","L.Traffic.User.VoIP.Avg","L.Traffic.User.VoIP.Max","Radio Network Availability Rate (LTE)","(LTE) DL Resource Block Utilizing Rate"
,Minutes,,,s,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,bit,bit,bit,bit,bit,bit,bit,bit,s,ms,s,ms,ms,ms,ms,ms,None,None,None,None,None,None,None,None,None,None,None,None,None,%,%
2022-11-08 01:00,60,"E_JKS803_Gedungnucirave/Cell:eNodeB Function Name=E_JKS803M42_Gedungnucirave, Local Cell ID=25, Cell Name=E_JKS803VF2_Gedungnucirave_VF02, eNodeB ID=629803, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,1.754,1.023,100,14.772,0,0,0,0,0,0,131,222,131,0,0,294,294,0,18,18,0,0,0,0,0,0,0,116518,0,0,,1,0,,0,0,12,72,45,25,0,0,12,72,45,25,154,154,544918960,76289616,0,943832,19937504,56256616,0,990320,,27699,,25356,39561,26566,11767,26076,0.046,0.025,3,0.026,0.024,1.736,,,8,,,0,0,100,1.754
2022-11-08 01:00,60,"E_JKS803_Gedungnucirave/Cell:eNodeB Function Name=E_JKS803M42_Gedungnucirave, Local Cell ID=24, Cell Name=E_JKS803VE2_Gedungnucirave_VE02, eNodeB ID=629803, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,3.081,4.771,100,22.875,1,1,1,1,2,0,1465,1089,1459,14,14,1082,1082,0,35,35,0,0,0,0,0,0,0,116518,0,0,,1,1,,0,0,26,776,166,358,0,0,26,771,165,358,1320,1320,1295494640,293468888,0,3880096,91146288,204144768,0,6243912,,142209,,204568,181242,61310,47067,221294,0.226,0.122,5,0.122,0.123,7.342,,,22,,,0,0,100,3.081
2022-11-08 01:00,60,"E_JKP148_Salembatnghve/Cell:eNodeB Function Name=E_JKP148M42_Salembatnghve, Local Cell ID=15, Cell Name=E_JKP148VF2_Salembatngh_VF01, eNodeB ID=629148, Cell FDD TDD indication=CELL_TDD",Reliable,0,50,4.405,4.486,50,16.759,0,0,0,0,0,0,593,638,593,1,1,126,126,0,8,8,0,0,0,0,0,0,0,212815,0,0,,3,0,,0,0,9,300,304,132,0,0,9,300,304,132,745,745,3541359528,272314920,0,1160656,99228296,886835128,0,2060704,,263728,,182576,345356,235666,120461,200659,0.333,0.169,5,0.236,0.125,5.898,,,18,,,0,0,100,8.81
2022-11-08 01:00,60,"E_JKP148_Salembatnghve/Cell:eNodeB Function Name=E_JKP148M42_Salembatnghve, Local Cell ID=14, Cell Name=E_JKP148VE2_Salembatngh_VE01, eNodeB ID=629148, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,18.034,16.36,100,34.605,2,2,2,2,4,0,13738,12499,13732,0,0,395,395,2,39,39,0,0,0,0,0,0,0,212814,0,0,,11,2,,0,0,138,6867,1501,3522,0,0,138,6829,1496,3495,11958,11957,17267268080,2268234544,0,14153064,548030664,1591298064,0,61032128,,741994,,458808,1012618,608919,322713,721674,1.127,0.578,9,0.702,0.565,53.478,,,74,,,0,0,100,18.034
2022-11-08 01:00,60,"E_JSX024_Kramatkebayoranlmtbgve/Cell:eNodeB Function Name=E_JSX024M42_Kramatkebayoranlmtbgve, Local Cell ID=15, Cell Name=E_JSX024VF2_Kramatkebayoranlm-TBG_VF01, eNodeB ID=631024, Cell FDD TDD indication=CELL_TDD",Reliable,0,50,10.938,7.312,50,20.237,0,0,0,0,8,0,1221,851,1210,13,13,480,478,1,1730,1730,0,0,0,0,0,0,0,92756,0,0,,8,0,,0,0,3,576,275,313,0,0,3,576,275,313,1167,1156,13536170872,1397932864,0,23586280,209743304,638197792,0,7087024,,630002,,334938,2303958,1294365,178043,444091,1.017,0.765,8,0.384,0.396,15.933,,,34,,,0,0,100,21.876
2022-11-08 01:00,60,"E_JSX024_Kramatkebayoranlmtbgve/Cell:eNodeB Function Name=E_JSX024M42_Kramatkebayoranlmtbgve, Local Cell ID=14, Cell Name=E_JSX024VE2_Kramatkebayoranlm-TBG_VE01, eNodeB ID=631024, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,46.255,19.275,100,37.742,2,1,2,1,0,0,13735,10012,13724,8,8,932,928,2,1650,1650,0,0,0,0,0,0,0,92756,2,2,,27,0,,0,0,94,6265,1159,4412,0,0,94,6261,1159,4412,11926,11925,53686755328,4532745392,0,50681488,833600632,2227861120,0,46332112,,1519005,,620236,2800802,2189360,502525,1306903,2.022,1.235,13,1.104,1.163,60.848,,,89,,,0,0,100,46.255
2022-11-08 01:00,60,"E_SKB904_Dayeuhluhurwarudoyong-TBG/Cell:eNodeB Function Name=E_SKB904M41_Dayeuhluhurwarudoyong-TBG, Local Cell ID=32, Cell Name=E_SKB904MT1_Dayeuhluhurwarudoyong-TBG_MT03, eNodeB ID=148904, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,18.738,4.94,50,13.139,0,0,0,0,0,0,4034,3969,4032,45,45,244,243,1,104,103,41,41,0,0,0,0,0,188050,58,0,,0,0,,0,0,7,2017,508,1331,0,0,7,2017,507,1330,3861,3861,14046579864,272832792,0,5440344,269247952,922471944,0,17764784,,1397340,,586968,2204582,2072845,370676,628601,1.041,0.741,8,0.475,0.568,21.952,,,32,,,0,0,100,37.476
2022-11-08 01:00,60,"E_SKB904_Dayeuhluhurwarudoyong-TBG/Cell:eNodeB Function Name=E_SKB904M41_Dayeuhluhurwarudoyong-TBG, Local Cell ID=22, Cell Name=E_SKB904MT1_Dayeuhluhurwarudoyong-TBG_MT02, eNodeB ID=148904, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,15.006,7.885,50,16.107,1,0,1,0,2,0,4448,4585,4447,94,94,450,442,2,87,82,24,24,0,0,0,0,0,188049,255,1,,0,0,,0,0,0,2411,602,1523,0,0,0,2411,595,1523,4529,4529,12325187136,188168752,0,6602432,451018688,1278491208,0,17571072,,1320464,,713539,2085455,1870582,374953,794545,1.225,0.792,10,0.585,0.613,28.193,,,47,,,0,0,100,30.012
2022-11-08 01:00,60,"E_SKB904_Dayeuhluhurwarudoyong-TBG/Cell:eNodeB Function Name=E_SKB904M41_Dayeuhluhurwarudoyong-TBG, Local Cell ID=12, Cell Name=E_SKB904MT1_Dayeuhluhurwarudoyong-TBG_MT01, eNodeB ID=148904, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,9.679,2.997,50,10.45,2,2,2,2,0,0,1326,1421,1326,16,16,71,71,0,37,35,64,64,0,0,0,0,0,188049,0,0,,2,2,,0,0,50,668,178,380,0,0,50,668,178,380,1276,1276,7595637384,142399744,0,1920592,218366968,455778072,0,6669856,,827503,,447355,1114818,997090,156277,476480,0.709,0.472,8,0.312,0.38,12.028,,,22,,,0,0,100,19.358
2022-11-08 01:00,60,"E_SKB904_Dayeuhluhurwarudoyong-TBG/Cell:eNodeB Function Name=E_SKB904M41_Dayeuhluhurwarudoyong-TBG, Local Cell ID=21, Cell Name=E_SKB904ML1_Dayeuhluhurwarudoyong-TBG_ML02, eNodeB ID=148904, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,26.145,11.907,95,17.549,0,0,0,0,0,0,3926,4009,3926,37,37,318,317,0,49,49,24,24,0,0,0,0,0,188048,7,0,,0,0,,0,0,5,1967,330,1208,0,0,5,1967,329,1208,3509,3509,22751890064,319300728,0,4551160,827817368,2009418080,0,12957752,,1257689,,799765,2483225,1841004,440722,892145,1.57,1.088,9,0.65,0.657,26.105,,,38,,,0,0,100,27.234
2022-11-08 01:00,60,"E_SKB904_Dayeuhluhurwarudoyong-TBG/Cell:eNodeB Function Name=E_SKB904M41_Dayeuhluhurwarudoyong-TBG, Local Cell ID=11, Cell Name=E_SKB904ML1_Dayeuhluhurwarudoyong-TBG_ML01, eNodeB ID=148904, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,20.692,4.967,95,12.771,5,5,5,5,0,0,2390,2352,2389,57,57,128,128,0,26,26,56,56,0,0,0,0,0,188048,11,0,,5,5,,0,0,3,1079,269,725,0,0,3,1079,269,725,2076,2076,21898714040,519364872,0,2858232,420583048,996484224,0,9086904,,1025000,,599726,1187488,987876,243585,652734,0.989,0.716,10,0.384,0.54,18.531,,,27,,,0,0,100,21.554
2022-11-08 01:00,60,"E_SKB904_Dayeuhluhurwarudoyong-TBG/Cell:eNodeB Function Name=E_SKB904M41_Dayeuhluhurwarudoyong-TBG, Local Cell ID=31, Cell Name=E_SKB904ML1_Dayeuhluhurwarudoyong-TBG_ML03, eNodeB ID=148904, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,22.375,8.909,95,16.565,2,2,2,2,0,0,4466,4469,4463,83,83,317,317,0,70,70,32,32,0,0,0,0,0,188049,0,0,,2,2,,0,0,3,2156,565,1422,0,0,0,2156,563,1422,4141,4141,18543261840,2236761328,0,5786512,712411568,1418698896,0,17444792,,970879,,733777,1450298,1080652,344332,815204,1.294,0.861,11,0.553,0.568,30.448,,,43,,,0,0,100,23.307
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=51, Cell Name=E_EPE030OL1_MasjidgglimosmacroBTSH-DMT_OL02, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,6.137,2.767,95,9.051,4,1,4,1,0,0,2164,2147,2164,30,30,88,88,0,0,0,743,743,0,0,0,0,0,108585,0,0,,4,4,,0,0,36,1142,132,522,0,0,35,1141,132,522,1830,1830,9781007792,1492852376,0,4826288,270153968,1201351248,0,12114704,,301709,,272205,335849,188698,131123,284474,0.438,0.193,6,0.283,0.175,13.375,,,28,,,0,0,100,6.393
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=41, Cell Name=E_EPE030OL1_MasjidgglimosmacroBTSH-DMT_OL01, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,11.392,6.429,95,14.995,6,0,6,0,0,0,4584,4656,4584,121,121,383,382,0,0,0,398,398,0,0,0,0,0,108585,0,0,,6,6,,0,0,43,2164,244,967,0,0,43,2164,244,967,3418,3418,23878274080,4731600112,191160,9511808,831662192,5790889920,237704,32354176,,780668,,652735,889982,381662,335883,720737,0.864,0.476,8,0.492,0.451,31.475,,,46,,,0.007,1,100,11.867
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=31, Cell Name=E_JKS428ML1_Masjidgglimo_ML03, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,5.667,6.822,95,13.07,0,0,0,0,1,0,2034,1938,2034,113,113,142,141,0,102,102,35,35,0,0,0,0,0,108585,0,0,,1,0,,0,0,3,1093,364,458,0,0,3,1093,364,458,1918,1918,9536689096,2134385216,0,3666024,365288008,1628548312,0,8570792,,303691,,432709,312593,140494,306107,465613,0.57,0.178,6,0.441,0.172,12.672,,,22,,,0,0,100,5.903
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=21, Cell Name=E_JKS428ML1_Masjidgglimo_ML02, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,9.984,8.075,95,15.683,0,0,0,0,2,0,4709,4545,4707,99,99,328,328,6,39,39,160,160,1,0,0,0,0,108585,0,0,,8,0,,0,0,19,2231,629,1163,0,0,19,2230,623,1163,4035,4035,16458947552,4348907264,105296,8607752,540081072,1363398464,104616,27832072,,583277,,580728,645035,296060,364448,627605,0.795,0.308,8,0.562,0.346,25.209,,,38,,,0.003,1,100,10.4
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=11, Cell Name=E_JKS428ML1_Masjidgglimo_ML01, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,10.751,4.04,95,12.102,1,1,1,1,1,0,1565,1443,1563,2,2,11920,11915,1590,20,20,15,15,0,0,0,0,0,108582,0,0,,1,1,,0,0,0,708,119,422,0,0,0,708,119,422,1249,1249,3843813432,766169112,0,33054832,145061344,394711648,0,18846528,,183441,,192788,202484,94715,96610,205476,0.225,0.102,5,0.145,0.331,12.895,,,23,,,0,0,100,11.199
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=33, Cell Name=E_JKS428MR1_Masjidgglimo_MR03, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,1.766,0.205,50,4.806,0,0,0,0,0,0,48,59,48,4,4,9,9,0,21,21,4,4,0,0,0,0,0,108585,0,0,,0,0,,0,0,0,15,10,19,0,0,0,15,10,19,44,44,542446480,22881728,0,221192,5090624,16265176,0,453664,,24193,,12082,26336,22019,6108,12108,0.024,0.015,2,0.011,0.027,0.628,,,3,,,0,0,100,3.532
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=23, Cell Name=E_JKS428MR1_Masjidgglimo_MR02, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,3.528,0.187,50,4.787,0,0,0,0,0,0,159,132,159,29,29,33,33,0,35,35,5,5,0,0,0,0,0,108585,0,0,,2,0,,0,0,0,68,210,58,0,0,0,68,210,58,336,336,47301072,15671760,0,619416,4485472,15616712,0,1240744,,8321,,21252,8818,3980,17633,21336,0.042,0.006,3,0.038,0.102,0.842,,,6,,,0,0,100,7.056
2022-11-08 01:00,60,"E_JKS428_Masjidgglimo/Cell:eNodeB Function Name=E_JKS428M41_Masjidgglimo, Local Cell ID=13, Cell Name=E_JKS428MR1_Masjidgglimo_MR01, eNodeB ID=133428, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,2.126,0.298,50,4.898,0,0,0,0,0,0,215,322,215,4,4,11,11,1,28,28,3,3,0,0,0,0,0,108585,0,0,,0,0,,0,0,16,102,26,54,0,0,16,102,26,54,198,198,1178420456,157960016,0,706072,16532896,49857952,0,1535280,,41109,,26068,43367,30204,11680,26194,0.041,0.027,3,0.019,0.051,1.803,,,6,,,0,0,100,4.252
