Result Time,Granularity Period,Object Name,Reliability,"L.ChMeas.PRB.DL.Avail","L.ChMeas.PRB.DL.DrbUsed.Avg.ExtQci.Index0","L.ChMeas.PRB.DL.DrbUsed.Avg.QCI6","L.ChMeas.PRB.DL.DrbUsed.Avg.QCI7","L.ChMeas.PRB.DL.DrbUsed.Avg.QCI8","L.ChMeas.PRB.DL.DrbUsed.Avg.QCI9","L.ChMeas.PRB.UL.Avail","L.ChMeas.PRB.UL.DrbUsed.Avg.ExtQci.Index0","L.ChMeas.PRB.UL.DrbUsed.Avg.QCI6","L.ChMeas.PRB.UL.DrbUsed.Avg.QCI7","L.ChMeas.PRB.UL.DrbUsed.Avg.QCI8","L.ChMeas.PRB.UL.DrbUsed.Avg.QCI9","L.E-RAB.AbnormRel.ExtQCI.Index0","L.E-RAB.AbnormRel.QCI.3","L.E-RAB.AbnormRel.QCI.6","L.E-RAB.AbnormRel.QCI.7","L.E-RAB.AbnormRel.QCI.8","L.E-RAB.AbnormRel.QCI.9","L.E-RAB.AbnormRel.TNL","L.E-RAB.AbnormRel.TNL.Load","L.E-RAB.AbnormRel.TNL.Other","L.E-RAB.AbnormRel.TNL.Other.VoIP","L.E-RAB.AbnormRel.TNL.VoIP","L.E-RAB.AttEst.ExtQCI.Index0","L.E-RAB.AttEst.QCI.3","L.E-RAB.AttEst.QCI.6","L.E-RAB.AttEst.QCI.7","L.E-RAB.AttEst.QCI.8","L.E-RAB.AttEst.QCI.9","L.E-RAB.FailEst.TNL","L.E-RAB.FailEst.TNL.DLRes","L.E-RAB.FailEst.TNL.DLRes.VoIP","L.E-RAB.FailEst.TNL.Other","L.E-RAB.FailEst.TNL.Other.VoIP","L.E-RAB.FailEst.TNL.ULRes","L.E-RAB.FailEst.TNL.ULRes.VoIP","L.E-RAB.FailEst.TNL.VoIP","L.E-RAB.NormRel.ExtQCI.Index0","L.E-RAB.NormRel.QCI.3","L.E-RAB.NormRel.QCI.6","L.E-RAB.NormRel.QCI.7","L.E-RAB.NormRel.QCI.8","L.E-RAB.NormRel.QCI.9","L.E-RAB.SuccEst.ExtQCI.Index0","L.E-RAB.SuccEst.QCI.3","L.E-RAB.SuccEst.QCI.6","L.E-RAB.SuccEst.QCI.7","L.E-RAB.SuccEst.QCI.8","L.E-RAB.SuccEst.QCI.9","L.Thrp.bits.DL.ExtQCI.Index0","L.Thrp.bits.DL.LastTTI.QCI.3","L.Thrp.bits.DL.LastTTI.QCI.6","L.Thrp.bits.DL.LastTTI.QCI.7","L.Thrp.bits.DL.LastTTI.QCI.8","L.Thrp.bits.DL.LastTTI.QCI.9","L.Thrp.bits.DL.QCI.3","L.Thrp.bits.DL.QCI.6","L.Thrp.bits.DL.QCI.7","L.Thrp.bits.DL.QCI.8","L.Thrp.bits.DL.QCI.9","L.Thrp.bits.UL.ExtQCI.Index0","L.Thrp.bits.UL.QCI.3","L.Thrp.bits.UL.QCI.6","L.Thrp.bits.UL.QCI.7","L.Thrp.bits.UL.QCI.8","L.Thrp.bits.UL.QCI.9","L.Thrp.Time.DL.ExtQCI.Index0","L.Thrp.Time.DL.QCI.3","L.Thrp.Time.DL.QCI.6","L.Thrp.Time.DL.QCI.7","L.Thrp.Time.DL.QCI.8","L.Thrp.Time.DL.QCI.9","L.Thrp.Time.DL.RmvLastTTI.QCI.3","L.Thrp.Time.DL.RmvLastTTI.QCI.6","L.Thrp.Time.DL.RmvLastTTI.QCI.7","L.Thrp.Time.DL.RmvLastTTI.QCI.8","L.Thrp.Time.DL.RmvLastTTI.QCI.9","L.Thrp.Time.UL.ExtQCI.Index0","L.Thrp.Time.UL.QCI.3","L.Thrp.Time.UL.QCI.6","L.Thrp.Time.UL.QCI.7","L.Thrp.Time.UL.QCI.8","L.Thrp.Time.UL.QCI.9","L.Traffic.ActiveUser.DL.ExtQCI.Index0","L.Traffic.ActiveUser.DL.QCI.3","L.Traffic.ActiveUser.DL.QCI.6","L.Traffic.ActiveUser.DL.QCI.7","L.Traffic.ActiveUser.DL.QCI.8","L.Traffic.ActiveUser.DL.QCI.9","L.Traffic.ActiveUser.UL.ExtQCI.Index0","L.Traffic.ActiveUser.UL.QCI.3","L.Traffic.ActiveUser.UL.QCI.6","L.Traffic.ActiveUser.UL.QCI.7","L.Traffic.ActiveUser.UL.QCI.8","L.Traffic.ActiveUser.UL.QCI.9"
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=22, Cell Name=E_DPK101MT1_Bktsawangan_MT02, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,50,0.009,7.639,0.599,14.109,1.016,50,0,2.896,0.124,2.726,0.147,0,0,0,0,0,0,0,0,0,0,0,0,3,2606,673,1647,159,0,0,0,0,,0,0,0,0,1,2742,692,1860,158,0,3,2606,672,1646,159,7880736,649888,2223166600,59734560,723935480,22878512,139693744,11497539304,935615152,23095015552,1183634928,124504,4094984,1903827296,52494232,1253737256,41440312,997,16341,1371981,95930,2676859,516967,15886,1087709,85311,2253071,338225,110,3361,643474,40036,777306,33479,0,0.005,0.627,0.038,1.184,0.149,0,0.003,0.479,0.037,0.595,0.017
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=21, Cell Name=E_DPK101ML1_Bktsawangan_ML02, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,96,0.007,10.789,0.599,5.811,0.029,95,0.001,1.513,0.017,0.875,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,367,135,236,1,0,0,0,0,,0,0,0,0,0,654,216,623,4,0,0,367,135,236,1,33086200,0,9616410888,25577096,2319319312,1398472,0,17803925488,205683408,11604422656,1974808,413472,0,1264941104,7708504,485010928,2027600,796,0,960902,13072,368405,296,0,327770,9367,235626,35,237,0,359001,5178,150250,390,0,0,0.671,0.007,0.247,0,0,0,0.296,0.004,0.154,0
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=15, Cell Name=E_DPK101TF1_Bktsawangan_TF01, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,100,0.016,2.344,0.892,4.634,2.302,100,0,6.931,0.264,18.061,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,556,164,665,139,0,0,0,0,,0,0,0,0,0,544,155,631,33,0,0,555,164,663,139,0,0,242788928,54503040,476192064,632112496,0,1579623848,1054004088,4205369768,3751772768,0,0,132529048,28225624,219798616,106312200,0,0,86090,44467,196852,106961,0,53589,37416,135821,81563,0,0,77588,18350,137928,53446,0,0,0.098,0.02,0.186,0.05,0,0,0.118,0.027,0.17,0.06
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=14, Cell Name=E_DPK101TE1_Bktsawangan_TE01, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,100,0.007,4.958,0.475,4.306,0.022,100,0.001,7.67,1.549,10.396,0.058,0,0,0,0,2,0,0,0,0,0,0,0,0,1201,759,1799,59,0,0,0,0,,0,0,0,0,0,1055,575,1608,31,0,0,1201,759,1798,59,645584,896,906532096,122142352,2114070168,7758160,896,3839086552,525917144,4374166688,21365864,279400,64,929592736,129042696,1598859712,3941280,97,2,207956,36359,372834,2550,0,129195,16400,118159,707,113,2,310858,50546,662548,3855,0,0,0.187,0.024,0.381,0.002,0,0,0.433,0.079,0.834,0.02
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=12, Cell Name=E_DPK101MT1_Bktsawangan_MT01, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,10.132,0.402,8.649,0.006,50,0,2.724,0.129,4.364,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,474,192,514,1,0,0,0,0,,0,0,0,0,0,843,378,778,41,0,0,473,191,514,1,38984,1272,305114120,36373176,433703208,963272,1792,11324173344,872000984,7709912424,6380016,104160,128,1221747232,75959936,1666677928,4123296,43,4,1546470,92255,1537393,2245,1,1428369,63008,1264912,1317,43,3,559198,22192,1010203,1155,0,0,0.66,0.057,0.74,0.001,0,0,0.535,0.021,0.919,0.001
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=11, Cell Name=E_DPK101ML1_Bktsawangan_ML01, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,96,0.031,8.097,2.285,8.311,2.349,95,0.002,2.526,0.285,3.549,0.543,0,0,0,0,0,0,0,0,0,0,0,0,0,301,257,423,11,0,0,0,0,,0,0,0,0,0,615,560,811,24,0,0,301,257,423,11,68365040,0,3828579888,1619595688,3982427776,3122651584,0,10971578840,7932040096,11649476528,6989026200,627824,0,1259492792,281946224,1851917112,476391128,1894,0,774101,137578,867474,726535,0,290698,72397,282840,167752,436,0,648052,94806,913860,475257,0.001,0,0.565,0.071,0.662,0.323,0,0,0.464,0.069,0.878,0.283
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=33, Cell Name=E_DPK101MR1_Bktsawangan_MR03, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,50,0.001,1.589,0.109,1.334,0.062,50,0,0.132,0.023,0.342,0.041,0,0,0,0,2,0,0,0,0,0,0,0,0,855,453,1288,164,0,0,0,0,,0,0,0,0,0,709,366,1093,117,0,0,855,452,1287,164,70520,896,192219328,52560104,1359879328,125992928,896,2306841736,144801184,6217751680,198625624,125584,64,85872544,17603008,314726456,27232248,39,2,79979,7222,194039,24310,0,60694,1333,93346,8050,38,2,34981,8339,123934,14830,0,0,0.056,0.004,0.164,0.031,0,0,0.038,0.011,0.129,0.018
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=23, Cell Name=E_DPK101MR1_Bktsawangan_MR02, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,4.539,0.468,2.408,0.006,50,0,0.891,0.108,0.337,0.005,0,0,0,0,1,0,0,0,0,0,0,0,0,949,238,890,49,0,0,0,0,,0,0,0,0,0,996,245,920,49,0,0,949,238,890,49,59728,896,4069558512,762139840,673467520,4155920,896,12602041928,2211364744,6200546336,11908848,54984,64,812524400,71282904,219312840,3093872,47,2,636427,59264,245569,1336,0,296758,34843,164538,221,40,2,312991,21545,109423,1679,0,0,0.474,0.028,0.17,0.002,0,0,0.266,0.018,0.109,0.001
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=13, Cell Name=E_DPK101MR1_Bktsawangan_MR01, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,50,0.003,2.671,1.075,3.26,0.466,50,0,1.057,0.341,0.832,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,954,498,778,29,0,0,0,0,,0,0,0,0,0,896,410,650,117,0,0,954,497,778,29,0,0,1220366808,637835800,1001747880,365044968,0,6226518544,2819192816,7540922584,1171407504,0,0,520895624,260218184,453474008,71527200,0,0,322136,224645,444254,91953,0,130112,57388,253959,39894,0,0,217629,222697,224466,43404,0,0,0.301,0.145,0.257,0.053,0,0,0.164,0.105,0.184,0.029
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=45, Cell Name=E_DPK101TF1_Bktsawangan_TF04, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,100,0,2.35,2.078,2.602,0,100,0,6.075,0.287,2.731,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,243,124,250,13,0,0,0,0,,0,0,0,0,0,232,127,353,11,0,0,240,124,250,13,0,0,706552584,61941176,483074376,177256,0,1476271744,175083848,1709635768,177256,0,0,755949448,19296448,419918256,118408,0,0,148945,6798,107286,84,0,38260,2435,70582,0,0,0,282309,6934,89423,151,0,0,0.157,0.005,0.112,0,0,0,0.345,0.01,0.123,0
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=44, Cell Name=E_DPK101TE1_Bktsawangan_TE04, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,100,0,3.303,1.644,7.009,0.063,100,0,3.452,0.677,11.781,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,2818,1202,3578,650,0,0,0,0,,0,0,0,0,0,2452,1018,3064,630,0,0,2818,1202,3577,649,0,48056,1006999944,239254008,2052333648,59912512,202400,5063531184,1330850744,10136087968,102114760,0,147416,463110376,94187664,1557424760,33978520,0,45,290292,44853,433620,18414,9,115118,24042,286223,3442,0,65,302837,45476,402453,19500,0,0,0.329,0.031,0.376,0.031,0,0,0.293,0.067,0.575,0.015
2022-11-08 01:00,60,"E_DPK183_Pancoranmastamanjaya-IBS/Cell:eNodeB Function Name=E_DPK183M41_Pancoranmastamanjaya-IBS, Local Cell ID=33, Cell Name=E_DPK183MR1_Pancoranmastamanjaya-IBS_MR03, eNodeB ID=144183, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,1.938,0.529,2.046,0.067,50,0,0.753,0.182,0.436,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,634,1400,35,0,0,0,0,,0,0,0,0,0,924,559,1466,26,0,0,1185,634,1400,35,0,0,970615328,437244648,878409056,14127488,0,4131163160,1272213344,5777342576,180463408,0,0,492481240,116287952,356950280,12261792,0,0,519396,106744,286848,80979,0,113061,22663,134059,38210,0,0,592841,98851,254740,5152,0,0,0.365,0.058,0.244,0.023,0,0,0.31,0.069,0.157,0.003
2022-11-08 01:00,60,"E_DPK183_Pancoranmastamanjaya-IBS/Cell:eNodeB Function Name=E_DPK183M41_Pancoranmastamanjaya-IBS, Local Cell ID=23, Cell Name=E_DPK183MR1_Pancoranmastamanjaya-IBS_MR02, eNodeB ID=144183, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,2.451,0.596,3.132,0,50,0,0.502,0.285,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,164,479,1,0,0,0,0,,0,0,0,0,0,184,172,520,1,0,0,173,164,479,1,0,0,1454374600,487490208,1004253408,0,0,5893684040,926996544,7661191232,0,0,0,638854480,108269360,269427264,16,0,0,219308,99321,285972,1,0,137097,27360,191422,1,0,0,153470,81952,254174,1,0,0,0.119,0.055,0.238,0,0,0,0.116,0.057,0.297,0
2022-11-08 01:00,60,"E_DPK183_Pancoranmastamanjaya-IBS/Cell:eNodeB Function Name=E_DPK183M41_Pancoranmastamanjaya-IBS, Local Cell ID=13, Cell Name=E_DPK183MR1_Pancoranmastamanjaya-IBS_MR01, eNodeB ID=144183, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,5.756,0.172,0.825,0.065,50,0,0.709,0.08,0.964,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,420,365,892,45,0,0,0,0,,0,0,0,0,0,569,392,1171,50,0,0,420,365,892,45,0,0,980913144,60898272,285920944,8144024,0,12898900672,301234912,1203481432,69434656,0,0,452120856,63903528,449268512,14831272,0,0,520585,26254,156775,26272,0,403314,9754,49228,13107,0,0,284709,23248,191507,6303,0,0,0.244,0.013,0.158,0.01,0,0,0.166,0.014,0.113,0.003
2022-11-08 01:00,60,"E_DPK183_Pancoranmastamanjaya-IBS/Cell:eNodeB Function Name=E_DPK183M41_Pancoranmastamanjaya-IBS, Local Cell ID=21, Cell Name=E_DPK183ML1_Pancoranmastamanjaya-IBS_ML02, eNodeB ID=144183, Cell FDD TDD indication=CELL_FDD",Reliable,96,0,2.55,0.052,2.478,0,95,0,0.278,0.026,0.329,0,0,0,4,0,0,0,0,0,0,0,0,0,0,503,168,1084,1,0,0,0,0,,0,0,0,0,0,448,156,1017,1,0,0,503,168,1084,1,0,0,1773831552,36457792,803698984,0,0,5123009480,42600736,3655770256,0,0,0,198489624,14677448,182569048,16,0,0,146712,9885,119004,1,0,58808,524,47537,0,0,0,91010,8546,154902,1,0,0,0.102,0.006,0.112,0,0,0,0.058,0.005,0.168,0
2022-11-08 01:00,60,"E_DPK183_Pancoranmastamanjaya-IBS/Cell:eNodeB Function Name=E_DPK183M41_Pancoranmastamanjaya-IBS, Local Cell ID=11, Cell Name=E_DPK183ML1_Pancoranmastamanjaya-IBS_ML01, eNodeB ID=144183, Cell FDD TDD indication=CELL_FDD",Reliable,96,0,5.732,0.207,2.195,0.264,95,0,0.854,0.076,0.775,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,658,1945,88,0,0,0,0,,0,0,0,0,0,1288,609,1704,81,0,0,1541,658,1945,88,0,0,926239824,101963656,1223961144,168539328,0,9747184312,312646424,3469104648,465791432,0,0,363749952,40639608,355781040,58017536,0,0,311029,43057,229798,65093,0,188231,4895,66410,12462,0,0,235698,31353,196262,42325,0,0,0.195,0.023,0.219,0.029,0,0,0.156,0.015,0.119,0.028
2022-11-08 01:00,60,"E_DPK183_Pancoranmastamanjaya-IBS/Cell:eNodeB Function Name=E_DPK183M41_Pancoranmastamanjaya-IBS, Local Cell ID=31, Cell Name=E_DPK183ML1_Pancoranmastamanjaya-IBS_ML03, eNodeB ID=144183, Cell FDD TDD indication=CELL_FDD",Reliable,96,0,2.41,2.14,6.278,2.418,95,0,0.605,0.355,1.04,0.099,0,0,1,1,1,0,0,0,0,0,0,0,0,1843,807,1851,183,0,0,0,0,,0,0,0,0,0,2047,876,1810,189,0,0,1843,805,1850,183,0,0,1662894928,1975450384,3689164624,94433088,0,4952646400,5721914456,12836539728,2248096592,0,0,389774928,173197608,734731384,74659504,0,0,285553,179181,615000,354899,0,62045,67429,219971,164688,0,0,342338,136160,603369,37415,0,0,0.28,0.091,0.593,0.105,0,0,0.193,0.087,0.372,0.019
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=31, Cell Name=E_JSX769HL1_Senjaya3KertanegaraBTSH-STP_HL03, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,96,0,0.024,0.014,0.513,0.062,95,0,0.069,0.011,0.107,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,207,51,150,13,0,0,0,0,,0,0,0,0,0,187,42,148,14,0,0,207,51,150,13,0,0,26693992,6596096,171172392,9034912,0,43172368,16975408,712595896,15147104,0,0,44109496,2439512,37382512,6658944,0,0,6813,1399,26170,3462,0,407,281,13546,265,0,0,11659,2215,21478,43209,0,0,0.008,0.001,0.018,0.002,0,0,0.01,0.002,0.03,0.074
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=21, Cell Name=E_JSX769HL1_Senjaya3KertanegaraBTSH-STP_HL02, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,96,0,0.503,0.098,1.551,0,95,0,0.102,0.002,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,19,255,4,0,0,0,0,,0,0,0,0,0,170,16,274,6,0,0,159,19,255,4,0,0,98871416,62165792,427869256,13616,0,225014296,173791848,2088049488,13616,0,0,44829184,918360,83868384,18376,0,0,50140,5570,78230,14,0,12749,2833,50498,0,0,0,48355,792,54143,31,0,0,0.041,0.003,0.05,0,0,0,0.036,0,0.051,0
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=11, Cell Name=E_JSX769HL1_Senjaya3KertanegaraBTSH-STP_HL01, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,96,0.001,0.947,0,1.666,0.012,95,0.003,0.74,0.002,0.28,0.017,0,0,0,0,0,0,0,0,0,0,0,18,0,372,56,600,6,0,0,0,0,,0,0,0,17,0,370,57,606,2,18,0,372,56,600,5,2620280,0,709097128,461048,310051056,12063256,0,2813865096,534736,3167911448,17218720,1217264,0,190879216,684544,125473456,5862720,616,0,140035,202,80856,3686,0,27999,15,57941,151,879,0,275606,593,63944,5413,0,0,0.157,0,0.064,0.002,0.001,0,0.195,0.001,0.041,0.003
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=33, Cell Name=E_JSX769HR1_Senjaya3KertanegaraBTSH-STP_HR03, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=23, Cell Name=E_JSX769HR1_Senjaya3KertanegaraBTSH-STP_HR02, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=13, Cell Name=E_JSX769HR1_Senjaya3KertanegaraBTSH-STP_HR01, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=32, Cell Name=E_JSX769HT1_Senjaya3KertanegaraBTSH-STP_HT03, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,0.149,0.004,1.093,0,50,0,0.314,0.005,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,32,178,0,0,0,0,0,,0,0,0,0,0,192,44,192,0,0,0,185,32,176,0,0,0,62189200,2085568,65683184,0,0,122167960,3253848,1474695064,0,0,0,71817960,2824992,55291368,0,0,0,50730,731,100446,0,0,5452,150,86259,0,0,0,83088,1036,49293,0,0,0,0.036,0,0.04,0,0,0,0.082,0.001,0.047,0
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=22, Cell Name=E_JSX769HT1_Senjaya3KertanegaraBTSH-STP_HT02, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,0.014,0.016,0.051,0,50,0,0.008,0.001,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,99,0,0,0,0,0,,0,0,0,0,0,29,4,98,0,0,0,28,6,99,0,0,0,3148880,475160,5405592,0,0,3559104,564632,49250472,0,0,0,4715712,324720,8163632,0,0,0,2868,144,5409,0,0,137,11,3515,0,0,0,4626,159,6109,0,0,0,0.003,0,0.004,0,0,0,0.004,0,0.005,0
2022-11-08 01:00,60,"E_JSX769_Senjaya3KertanegaraBTSH-STP/Cell:eNodeB Function Name=E_JSX769M41_Senjaya3KertanegaraBTSH-STP, Local Cell ID=12, Cell Name=E_JSX769HT1_Senjaya3KertanegaraBTSH-STP_HT01, eNodeB ID=432769, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,0.008,0.003,0.429,0,50,0,0.005,0.006,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,45,19,0,0,0,0,0,,0,0,0,0,0,66,45,21,0,0,0,61,45,19,0,0,0,613864,492664,82312536,0,0,1005688,958816,1354662664,0,0,0,1495072,1007152,19986528,0,0,0,358,454,35440,0,0,38,67,31494,0,0,0,1002,5171,16227,0,0,0,0,0,0.018,0,0,0,0.001,0.003,0.009,0
2022-11-08 01:00,60,"E_JSX847_JalanbangkaBTSH-STP/Cell:eNodeB Function Name=E_JSX847M41_JalanbangkaBTSH-STP, Local Cell ID=33, Cell Name=E_JSX847HR1_JalanbangkaBTSH-STP_HR03, eNodeB ID=432847, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,3.902,0.236,1.075,0.221,50,0,1.053,0.04,0.185,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,540,107,514,14,0,0,0,0,,0,0,0,0,0,564,106,490,12,0,0,540,107,514,13,0,0,2111348440,139895904,492395520,23065368,0,7930524824,564622144,2935864440,275236704,0,0,732141840,23973000,123068584,18106256,0,0,453868,22643,109412,84136,0,231245,13010,53216,49595,0,0,380656,17278,90839,13073,0,0,0.275,0.012,0.068,0.026,0,0,0.307,0.015,0.064,0.007
2022-11-08 01:00,60,"E_JSX847_JalanbangkaBTSH-STP/Cell:eNodeB Function Name=E_JSX847M41_JalanbangkaBTSH-STP, Local Cell ID=31, Cell Name=E_JSX847HL1_JalanbangkaBTSH-STP_HL03, eNodeB ID=432847, Cell FDD TDD indication=CELL_FDD",Reliable,96,0,3.423,0.103,1.454,0.391,95,0,0.535,0.049,2.263,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,874,180,772,22,0,0,0,0,,0,0,0,0,0,789,198,786,20,0,0,874,180,770,22,0,0,994904984,92782696,1241244416,28776368,0,4024281448,176349320,2911591640,279735968,0,0,161251376,12837520,852346856,16052408,0,0,138396,6748,147605,55365,0,72942,1784,32068,31593,0,0,173296,12124,460385,19124,0,0,0.139,0.003,0.111,0.02,0,0,0.158,0.014,0.485,0.022
2022-11-08 01:00,60,"E_JSX847_JalanbangkaBTSH-STP/Cell:eNodeB Function Name=E_JSX847M41_JalanbangkaBTSH-STP, Local Cell ID=23, Cell Name=E_JSX847HR1_JalanbangkaBTSH-STP_HR02, eNodeB ID=432847, Cell FDD TDD indication=CELL_FDD",Reliable,50,0,0.425,0.062,0.291,0.001,50,0,0.011,0.002,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,48,0,0,0,0,0,,0,0,0,0,0,34,14,53,0,0,0,31,12,48,0,0,0,34007968,1906584,17323264,373088,0,287571704,106398088,230508704,1532144,0,0,10377904,1290864,17792968,48016,0,0,11537,5193,23698,337,0,8988,4989,20001,226,0,0,5587,1254,11395,35,0,0,0.009,0.002,0.009,0,0,0,0.007,0.001,0.009,0
