Result Time,Granularity Period,Object Name,Reliability,"L.E-RAB.AttEst.QCI.1","L.E-RAB.Est.TimeAvg","L.E-RAB.FailEst.X2AP.VoIP","L.E-RAB.InitEst.TimeAvg","L.E-RAB.SuccEst.QCI.1","L.RRC.ConnReq.Att.Emc","L.RRC.ConnReq.Att.HighPri","L.RRC.ConnReq.Att.MoData","L.RRC.ConnReq.Att.Mt","L.RRC.ConnReq.Msg","L.RRC.ConnReq.Succ.Emc","L.RRC.ConnReq.Succ.HighPri","L.RRC.ConnReq.Succ.MoData","L.RRC.ConnReq.Succ.Mt","L.RRC.ConnSetup.TimeAvg","L.RRC.ReEst.Att"
,Minutes,,,None,ms,None,ms,None,None,None,None,None,None,None,None,None,None,ms,None
2022-11-08 01:00,60,"E_JKS659_TarakanitaBTSH-STP/Cell:eNodeB Function Name=E_JKS659M41_TarakanitaBTSH-STP, Local Cell ID=14, Cell Name=T_JKS659HE1_TarakanitaBTSH-STP_HE01, eNodeB ID=133659, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS659_TarakanitaBTSH-STP/Cell:eNodeB Function Name=E_JKS659M41_TarakanitaBTSH-STP, Local Cell ID=33, Cell Name=E_JKS659HR1_TarakanitaBTSH-STP_HR03, eNodeB ID=133659, Cell FDD TDD indication=CELL_FDD",Reliable,0,55,0,62,0,0,2,3,2,9,0,1,3,2,27,5
2022-11-08 01:00,60,"E_JKS659_TarakanitaBTSH-STP/Cell:eNodeB Function Name=E_JKS659M41_TarakanitaBTSH-STP, Local Cell ID=23, Cell Name=E_JKS659HR1_TarakanitaBTSH-STP_HR02, eNodeB ID=133659, Cell FDD TDD indication=CELL_FDD",Reliable,0,68,0,72,0,0,0,16,10,34,0,0,16,10,23,2
2022-11-08 01:00,60,"E_JKS659_TarakanitaBTSH-STP/Cell:eNodeB Function Name=E_JKS659M41_TarakanitaBTSH-STP, Local Cell ID=13, Cell Name=E_JKS659HR1_TarakanitaBTSH-STP_HR01, eNodeB ID=133659, Cell FDD TDD indication=CELL_FDD",Reliable,0,73,0,81,0,0,0,67,66,173,0,0,67,66,60,12
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=81, Cell Name=E_JSX912ML1_Wismamuliagdg2-WNI_ML02, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,45,0,47,0,0,3,445,40,824,0,3,444,40,24,48
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=71, Cell Name=E_JSX912ML1_Wismamuliagdg2-WNI_ML01, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,1,42,0,48,1,0,0,106,23,168,0,0,106,23,21,9
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=63, Cell Name=E_JSX912IR1_Wismamuliagdg2-WNI_IR06, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,95,0,95,0,0,0,2,0,2,0,0,2,0,41,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=62, Cell Name=E_JSX912IT1_Wismamuliagdg2-WNI_IT06, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=61, Cell Name=E_JSX912IL1_Wismamuliagdg2-WNI_IL06, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,1,65,0,67,1,0,0,632,347,1038,0,0,632,347,20,6
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=53, Cell Name=E_JSX912IR1_Wismamuliagdg2-WNI_IR05, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=52, Cell Name=E_JSX912IT1_Wismamuliagdg2-WNI_IT05, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,91,0,102,0,0,0,38,17,126,0,0,35,17,47,11
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=51, Cell Name=E_JSX912IL1_Wismamuliagdg2-WNI_IL05, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,59,0,59,0,0,0,378,340,755,0,0,378,340,20,6
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=43, Cell Name=E_JSX912IR1_Wismamuliagdg2-WNI_IR04, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=42, Cell Name=E_JSX912IT1_Wismamuliagdg2-WNI_IT04, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,72,0,72,0,0,0,1,0,1,0,0,1,0,19,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=41, Cell Name=E_JSX912IL1_Wismamuliagdg2-WNI_IL04, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,75,0,75,0,0,0,0,0,1,0,0,0,0,17,1
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=33, Cell Name=E_JSX912IR1_Wismamuliagdg2-WNI_IR03, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=32, Cell Name=E_JSX912IT1_Wismamuliagdg2-WNI_IT03, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,322,0,344,0,0,0,10,2,36,0,0,9,2,88,4
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=31, Cell Name=E_JSX912IL1_Wismamuliagdg2-WNI_IL03, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,46,0,47,0,0,0,85,62,148,0,0,85,62,16,3
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=23, Cell Name=E_JSX912IR1_Wismamuliagdg2-WNI_IR02, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=22, Cell Name=E_JSX912IT1_Wismamuliagdg2-WNI_IT02, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,787,0,,0,0,0,0,0,1,0,0,0,0,31,3
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=21, Cell Name=E_JSX912IL1_Wismamuliagdg2-WNI_IL02, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,33,0,36,0,0,0,16,6,23,0,0,16,6,24,2
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=13, Cell Name=E_JSX912IR1_Wismamuliagdg2-WNI_IR01, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=12, Cell Name=E_JSX912IT1_Wismamuliagdg2-WNI_IT01, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,20,0,,0,0,0,0,0,0,0,0,0,0,,3
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=11, Cell Name=E_JSX912IL1_Wismamuliagdg2-WNI_IL01, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,1
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=73, Cell Name=E_JSX912MR1_Wismamuliagdg2-WNI_MR01, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,39,0,39,0,0,0,29,1,81,0,0,29,1,22,2
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=83, Cell Name=E_JSX912MR1_Wismamuliagdg2-WNI_MR02, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,0,60,0,62,0,0,2,47,21,204,0,2,46,21,24,18
2022-11-08 01:00,60,"E_JSX912_Wismamuliagdg2-WNI/Cell:eNodeB Function Name=E_JSX912M41_Wismamuliagdg2-WNI, Local Cell ID=91, Cell Name=C_JSX912EL1_Wismamuliagdg2-WNI_EL01, eNodeB ID=432912, Cell FDD TDD indication=CELL_FDD",Reliable,2,61,0,61,2,0,1,267,98,404,0,1,267,98,20,5
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=34, Cell Name=T_JKS801VE1_Relocstogatsu_VE03, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=33, Cell Name=E_JKS801MR1_Relocstogatsu_MR03, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,33,0,33,0,0,0,113,39,160,0,0,113,39,21,3
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=32, Cell Name=E_JKS801MT1_Relocstogatsu_MT03, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,92,0,122,0,0,0,2,1,11,0,0,2,1,26,3
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=31, Cell Name=E_JKS801ML1_Relocstogatsu_ML03, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,30,0,29,0,0,0,132,13,153,0,0,132,13,16,1
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=24, Cell Name=T_JKS801TE1_Relocstogatsu_TE02, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=23, Cell Name=E_JKS801MR1_Relocstogatsu_MR02, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,56,0,56,0,0,0,254,172,447,0,0,254,172,27,9
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=22, Cell Name=E_JKS801MT1_Relocstogatsu_MT02, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,90,0,91,0,0,0,24,9,72,0,0,24,9,32,25
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=21, Cell Name=E_JKS801ML1_Relocstogatsu_ML02, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,60,0,61,0,0,0,255,78,356,0,0,255,78,32,14
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=14, Cell Name=T_JKS801TE1_Relocstogatsu_TE01, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=13, Cell Name=E_JKS801MR1_Relocstogatsu_MR01, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,58,0,58,0,0,0,147,138,329,0,0,147,138,24,43
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=12, Cell Name=E_JKS801MT1_Relocstogatsu_MT01, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,67,0,73,0,0,0,5,1,15,0,0,5,1,32,16
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=11, Cell Name=E_JKS801ML1_Relocstogatsu_ML01, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,53,0,54,0,0,2,333,76,450,0,2,332,76,18,28
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=35, Cell Name=T_JKS801VF1_Relocstogatsu_VF03, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=15, Cell Name=T_JKS801TF1_Relocstogatsu_TF01, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=45, Cell Name=T_JKS801TF1_Relocstogatsu_TF04, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=44, Cell Name=T_JKS801TE1_Relocstogatsu_TE04, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=25, Cell Name=T_JKS801TF1_Relocstogatsu_TF02, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=55, Cell Name=T_JKS801TF1_Relocstogatsu_TF05, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=54, Cell Name=T_JKS801TE1_Relocstogatsu_TE05, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=41, Cell Name=E_JKS801SL1_Relocstogatsu_SL01, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,40,0,40,0,0,0,817,355,1208,0,0,817,355,20,33
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=51, Cell Name=E_EPE028OL1_BloksetonosmacroBTSH_OL02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,68,0,75,0,0,85,343,108,559,0,85,343,108,28,15
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=41, Cell Name=E_EPE028OL1_BloksetonosmacroBTSH_OL01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,44,0,49,0,0,2,199,69,286,0,2,199,69,21,8
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=35, Cell Name=E_JKS323MF1_Bloksetono_MF03, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,1,99,0,102,1,0,24,656,404,1182,0,24,656,404,22,4
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=34, Cell Name=E_JKS323ME1_Bloksetono_ME03, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,72,0,74,0,0,4,1060,351,1519,0,4,1060,351,24,3
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=31, Cell Name=E_JKS323ML1_Bloksetono_ML03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,62,0,64,0,0,7,395,200,709,0,7,395,200,21,6
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=25, Cell Name=E_JKS323MF1_Bloksetono_MF02, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,103,0,109,0,0,3,514,418,1136,0,3,514,418,31,12
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=24, Cell Name=E_JKS323ME1_Bloksetono_ME02, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,78,0,81,0,0,2,1418,1178,3071,0,2,1418,1178,26,12
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=21, Cell Name=E_JKS323ML1_Bloksetono_ML02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,3,60,0,60,3,0,13,1971,1289,3641,0,13,1971,1288,22,7
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=15, Cell Name=T_JKS323MF1_Bloksetono_MF01, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,1,102,0,105,1,0,16,1303,778,2755,0,16,1299,777,37,43
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=14, Cell Name=T_JKS323ME1_Bloksetono_ME01, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,2,81,0,84,2,0,71,4716,2660,8612,0,71,4716,2660,26,31
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=11, Cell Name=E_JKS323ML1_Bloksetono_ML01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,56,0,60,0,0,0,785,496,1588,0,0,783,496,26,25
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=32, Cell Name=E_JKS323MT1_Bloksetono_MT03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,59,0,60,0,0,14,620,369,1135,0,14,617,368,28,11
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=22, Cell Name=E_JKS323MT1_Bloksetono_MT02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,75,0,78,0,0,18,835,454,1512,0,18,833,453,41,56
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=12, Cell Name=E_JKS323MT1_Bloksetono_MT01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,1,113,0,115,1,0,19,1482,921,2959,0,19,1473,920,48,77
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=33, Cell Name=E_JKS323MR1_Bloksetono_MR03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,87,0,90,0,0,0,97,42,182,0,0,96,42,33,21
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=23, Cell Name=E_JKS323MR1_Bloksetono_MR02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,93,0,99,0,0,8,362,291,1216,0,8,362,291,42,7
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=13, Cell Name=E_JKS323MR1_Bloksetono_MR01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,80,0,83,0,0,1,865,322,1652,0,1,865,322,35,23
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=61, Cell Name=C_JKS323SL1_Bloksetono_SL01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,63,0,66,0,0,3,1472,781,2574,0,3,1472,780,23,24
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=71, Cell Name=C_JKS323SL1_Bloksetono_SL02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,59,0,62,0,0,63,977,616,1762,0,63,977,616,20,9
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=81, Cell Name=C_JKS323SL1_Bloksetono_SL03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,62,0,64,0,0,17,571,306,991,0,17,571,306,22,11
2022-11-08 01:00,60,"E_JKS620_AsembarisVE-VCO/Cell:eNodeB Function Name=E_JKS620M42_Asembaris-VCO, Local Cell ID=15, Cell Name=E_JKS620VF2_Asembaris-VCO_VF01, eNodeB ID=629620, Cell FDD TDD indication=CELL_TDD",Reliable,0,90,0,106,0,0,0,155,62,261,0,0,155,61,84,6
2022-11-08 01:00,60,"E_JKS620_AsembarisVE-VCO/Cell:eNodeB Function Name=E_JKS620M42_Asembaris-VCO, Local Cell ID=14, Cell Name=E_JKS620VE2_Asembaris-VCO_VE01, eNodeB ID=629620, Cell FDD TDD indication=CELL_TDD",Reliable,0,129,0,136,0,0,157,4612,3228,8994,0,157,4611,3224,78,15
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=41, Cell Name=E_JKB559EL1_Lianabakerytempoofficeemacro_EL01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,56,0,58,0,0,4,385,121,542,0,4,385,121,22,8
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=35, Cell Name=E_JKB559MF1_Lianabakery_MF03, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,62,0,65,0,0,1,2344,663,3164,0,1,2344,662,25,19
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=34, Cell Name=E_JKB559ME1_Lianabakery_ME03, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,62,0,63,0,0,0,4906,1227,6351,0,0,4906,1227,25,31
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=32, Cell Name=N_JKB559MT1_Lianabakery_MT03, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,77,0,86,0,0,17,573,331,1008,0,17,573,331,30,19
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=31, Cell Name=E_JKB559ML1_Lianabakery_ML03, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,36,0,37,0,0,0,1715,209,1968,0,0,1715,209,19,62
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=25, Cell Name=E_JKB559MF1_Lianabakery_MF02, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,77,0,79,0,0,2,628,403,1168,0,2,628,403,21,21
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=24, Cell Name=E_JKB559ME1_Lianabakery_ME02, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,1,124,0,126,1,0,9,814,575,1852,0,9,814,575,27,28
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=22, Cell Name=N_JKB559MT1_Lianabakery_MT02, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,1,68,0,70,1,0,0,247,367,645,0,0,246,367,20,18
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=21, Cell Name=E_JKB559ML1_Lianabakery_ML02, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,0,54,0,0,0,192,87,293,0,0,192,87,26,4
