Result Time,Granularity Period,Object Name,Reliability,"L.Cell.Unavail.Dur.Sys","L.ChMeas.PRB.DL.Avail","L.ChMeas.PRB.DL.Used.Avg","L.ChMeas.PRB.UL.Avail","L.ChMeas.PRB.UL.Used.Avg","L.CSFB.PrepAtt","L.CSFB.PrepSucc","L.E-RAB.AbnormRel","L.E-RAB.AbnormRel.MME","L.E-RAB.AttEst","L.E-RAB.NormRel","L.E-RAB.SuccEst","L.HHO.IntereNB.InterFreq.ExecAttOut","L.HHO.IntereNB.InterFreq.ExecSuccOut","L.HHO.IntereNB.IntraFreq.ExecAttOut","L.HHO.IntereNB.IntraFreq.ExecSuccOut","L.HHO.IntereNB.IntraFreq.Succ.ReEst2Src","L.HHO.IntraeNB.InterFreq.ExecAttOut","L.HHO.IntraeNB.InterFreq.ExecSuccOut","L.HHO.IntraeNB.IntraFreq.ExecAttOut","L.HHO.IntraeNB.IntraFreq.ExecSuccOut","L.HHO.IntraeNB.IntraFreq.Succ.ReEst2Src","L.IRATHO.E2G.ExecAttOut","L.IRATHO.E2G.ExecSuccOut","L.IRATHO.E2W.ExecAttOut","L.IRATHO.E2W.ExecSuccOut","L.Paging.S1.Rx","L.RRCRedirection.E2G","L.RRCRedirection.E2G.Coverage","L.RRCRedirection.E2G.CSFB","L.RRCRedirection.E2G.Distance","L.RRCRedirection.E2G.Load","L.RRCRedirection.E2G.Ulquality","L.RRCRedirection.E2W","L.RRCRedirection.E2W.Coverage","L.RRCRedirection.E2W.CSFB","L.RRCRedirection.E2W.Distance","L.RRCRedirection.E2W.Load","L.RRCRedirection.E2W.Ulquality","L.RRC.ConnReq.Att.DelayTol","L.RRC.ConnReq.Att.Emc","L.RRC.ConnReq.Att.HighPri","L.RRC.ConnReq.Att.MoData","L.RRC.ConnReq.Att.MoSig","L.RRC.ConnReq.Att.Mt","L.RRC.ConnReq.Succ.DelayTol","L.RRC.ConnReq.Succ.Emc","L.RRC.ConnReq.Succ.HighPri","L.RRC.ConnReq.Succ.MoData","L.RRC.ConnReq.Succ.MoSig","L.RRC.ConnReq.Succ.Mt","L.S1Sig.ConnEst.Att","L.S1Sig.ConnEst.Succ","L.Thrp.bits.DL","L.Thrp.bits.DL.LastTTI","L.Thrp.bits.UE.UL.LastTTI","L.Thrp.bits.UL","L.Thrp.Time.Cell.DL.HighPrecision","L.Thrp.Time.Cell.UL.HighPrecision","L.Thrp.Time.DL.RmvLastTTI","L.Thrp.Time.UE.UL.RmvLastTTI","L.Traffic.ActiveUser.Avg","L.Traffic.ActiveUser.Max","L.Traffic.User.Avg","L.Traffic.User.Max"
,Minutes,,,s,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,bit,bit,bit,bit,ms,ms,ms,ms,None,None,None,None
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=35, Cell Name=T_JKS801VF1_Relocstogatsu_VF03, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=15, Cell Name=T_JKS801TF1_Relocstogatsu_TF01, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=45, Cell Name=T_JKS801TF1_Relocstogatsu_TF04, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=44, Cell Name=T_JKS801TE1_Relocstogatsu_TE04, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=25, Cell Name=T_JKS801TF1_Relocstogatsu_TF02, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=55, Cell Name=T_JKS801TF1_Relocstogatsu_TF05, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=54, Cell Name=T_JKS801TE1_Relocstogatsu_TE05, eNodeB ID=133801, Cell FDD TDD indication=CELL_TDD",Reliable,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 01:00,60,"E_JKS801_Relocstogatsu/Cell:eNodeB Function Name=E_JKS801M41_Relocstogatsu, Local Cell ID=41, Cell Name=E_JKS801SL1_Relocstogatsu_SL01, eNodeB ID=133801, Cell FDD TDD indication=CELL_FDD",Reliable,0,100,2.199,100,7.545,0,0,0,0,1224,1216,1224,10,10,1269,1268,0,176,173,327,326,0,0,0,0,0,105780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,33,355,0,0,0,817,32,355,1204,1204,940781440,174111848,41973256,97685488,51526,44944,28250,18283,0.182,5,6.251,17
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=51, Cell Name=E_EPE028OL1_BloksetonosmacroBTSH_OL02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,2.643,95,7.106,0,0,0,0,749,865,749,5,5,173,170,1,0,0,47,47,0,0,0,0,0,43836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,343,23,108,0,0,85,343,23,108,559,559,2739843328,351506792,56339592,140437264,96803,79912,66392,30834,0.111,4,4.762,12
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=41, Cell Name=E_EPE028OL1_BloksetonosmacroBTSH_OL01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,3.285,95,6.055,0,0,0,0,351,417,351,9,9,27,27,0,2,2,267,267,0,0,0,0,0,43836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,199,16,69,0,0,2,199,16,69,286,286,4598781928,1018852736,85189176,164989328,139473,83473,80733,30208,0.154,4,5.969,16
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=35, Cell Name=E_JKS323MF1_Bloksetono_MF03, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,5.611,100,16.692,2,2,0,0,1389,712,1389,2,2,72,72,0,55,54,134,134,0,0,0,0,0,43836,0,0,0,0,0,0,3,1,2,0,0,0,0,0,24,656,98,404,0,0,24,656,98,404,1182,1182,1282415040,128419504,29928992,87310592,60872,49636,49522,24489,0.16,4,3.973,12
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=34, Cell Name=E_JKS323ME1_Bloksetono_ME03, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,4.035,100,16.815,3,3,0,0,1638,1278,1638,0,0,54,54,0,2,2,173,173,0,0,0,0,0,43836,0,0,0,0,0,0,4,1,3,0,0,0,0,0,4,1060,104,351,0,0,4,1060,104,351,1519,1519,588848064,74243936,31260160,76064400,43340,43252,25024,19126,0.106,3,6.92,17
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=31, Cell Name=E_JKS323ML1_Bloksetono_ML03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,5.842,95,9.686,0,0,0,0,791,1104,790,31,31,192,192,0,24,24,86,86,0,0,0,0,0,43836,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,395,107,200,0,0,7,395,107,200,709,709,4681761080,1471648872,445621368,902645472,244444,303629,153077,177427,0.429,6,7.422,15
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=25, Cell Name=E_JKS323MF1_Bloksetono_MF02, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,32.01,100,20.889,0,0,0,0,1243,683,1238,0,0,7,7,0,13,13,22,21,0,0,0,0,0,43836,0,0,0,0,0,0,13,13,0,0,0,0,0,0,3,514,200,418,0,0,3,514,199,418,1134,1134,7863125488,426817472,172146328,350243112,241406,155612,306251,90350,0.454,6,5.696,12
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=24, Cell Name=E_JKS323ME1_Bloksetono_ME02, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,31.968,100,26.344,1,1,0,0,3333,2225,3323,0,0,18,18,0,57,54,42,42,0,0,0,0,0,43836,0,0,0,0,0,0,8,7,1,0,0,0,0,0,2,1418,473,1178,0,0,2,1418,472,1178,3070,3070,18695224736,736327328,209607128,450099240,857864,306300,1156802,123741,0.943,8,12.346,23
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=21, Cell Name=E_JKS323ML1_Bloksetono_ML02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,17.623,95,14.774,1,1,0,0,4325,4559,4321,36,36,386,386,0,89,89,25,25,0,0,0,0,0,43836,0,0,0,0,0,0,21,20,1,0,0,0,0,0,13,1971,365,1289,0,0,13,1971,364,1288,3636,3636,18962626736,1265165696,509790688,1194614088,762996,574223,681927,311109,1.082,10,28.654,42
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=15, Cell Name=T_JKS323MF1_Bloksetono_MF01, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,12.983,100,21.989,2,2,0,0,2642,944,2619,0,0,98,97,10,15,15,142,141,2,0,0,0,0,43836,0,0,0,0,0,0,5,3,2,0,0,0,0,0,16,1303,635,778,0,0,16,1299,617,777,2709,2709,1954896048,293968648,70501504,206520792,125347,101700,103625,51963,0.346,6,5.942,15
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=14, Cell Name=T_JKS323ME1_Bloksetono_ME01, eNodeB ID=133323, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,13.224,100,34.151,3,3,0,0,9522,5469,9520,0,0,97,96,1,54,54,165,165,0,0,0,0,0,43836,0,0,0,0,0,0,11,8,3,0,0,0,0,0,71,4716,1153,2660,0,0,71,4716,1149,2660,8596,8596,6911147768,1000016792,330703520,947226104,440085,368405,359655,192413,0.937,11,26.929,47
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=11, Cell Name=E_JKS323ML1_Bloksetono_ML01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,10.326,95,10.2,1,1,0,0,1699,2243,1699,56,56,703,702,1,18,18,159,159,0,0,0,0,0,43836,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,785,306,496,0,0,0,783,306,496,1585,1585,5446902696,360964736,137007576,600254720,281666,259761,215329,174489,0.385,6,12.089,26
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=32, Cell Name=E_JKS323MT1_Bloksetono_MT03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,5.728,50,9.261,0,0,0,0,1392,1892,1391,21,21,182,182,0,35,35,28,28,0,0,0,0,0,43836,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14,620,131,369,0,0,14,617,130,368,1129,1129,2286601248,321346536,112543472,283926488,229557,192680,100250,75122,0.298,6,9.379,22
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=22, Cell Name=E_JKS323MT1_Bloksetono_MT02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,10.685,50,11.589,0,0,0,0,1690,1965,1678,5,5,76,76,4,93,93,32,32,0,0,0,0,0,43836,0,0,0,0,0,0,12,12,0,0,0,0,0,0,18,835,204,454,0,0,18,833,195,453,1499,1499,13291704568,2074042944,444619312,1293009560,736548,534162,734212,323439,0.976,8,12.317,22
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=12, Cell Name=E_JKS323MT1_Bloksetono_MT01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,18.82,50,20.472,2,2,0,0,3152,3694,3148,57,57,317,317,0,166,165,20,20,0,0,0,0,0,43836,0,0,0,0,0,0,139,137,2,0,0,0,0,0,19,1482,537,921,0,0,19,1473,495,920,2907,2906,15577584832,1363441032,477305664,1800003024,1386505,1340543,1779585,1201162,2.463,13,27.813,45
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=33, Cell Name=E_JKS323MR1_Bloksetono_MR03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,6.673,50,6.688,0,0,0,0,195,324,195,41,41,321,321,0,48,48,110,110,0,0,0,0,0,43836,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,97,43,42,0,0,0,96,43,42,181,181,3272346128,92267456,68689000,241520968,338866,98335,451672,46198,0.248,4,3.508,11
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=23, Cell Name=E_JKS323MR1_Bloksetono_MR02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,9.158,50,10.89,0,0,0,0,1008,1703,988,182,182,163,163,0,155,155,70,70,0,0,0,0,0,43836,0,0,0,0,0,0,18,18,0,0,0,0,0,0,8,362,548,291,0,0,8,362,547,291,1208,1208,7260248656,549523552,248191144,1975589664,465530,350856,422097,224130,0.606,6,10.198,18
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=13, Cell Name=E_JKS323MR1_Bloksetono_MR01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,9.154,50,9.989,0,0,0,0,1451,2023,1449,125,125,774,774,0,271,270,195,195,0,0,0,0,0,43836,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,865,464,322,0,0,1,865,463,322,1651,1651,9937552528,633092176,151611360,669008568,456403,250816,477083,150271,0.571,7,14.664,27
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=61, Cell Name=C_JKS323SL1_Bloksetono_SL01, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,17.503,95,16.034,1,1,0,0,3018,5163,3017,16,16,281,280,0,51,49,22,22,0,0,0,0,0,43836,0,0,0,0,0,0,22,21,1,0,0,0,0,0,3,1472,318,781,0,0,3,1472,303,780,2558,2558,20837037960,2988924224,517390712,1365600432,814324,694948,573912,346210,1.187,10,30.678,44
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=71, Cell Name=C_JKS323SL1_Bloksetono_SL02, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,20.703,95,15.034,1,1,0,0,2170,2286,2169,96,95,341,341,0,60,60,81,81,0,0,0,0,0,43836,0,0,0,0,0,0,2,1,1,0,0,0,0,0,63,977,105,616,0,0,63,977,102,616,1758,1758,30978907416,5511272864,464797880,1101744440,1054196,770761,820234,496159,1.698,9,20.981,33
2022-11-08 01:00,60,"E_JKS323_Bloksetono/Cell:eNodeB Function Name=E_JKS323M41_Bloksetono, Local Cell ID=81, Cell Name=C_JKS323SL1_Bloksetono_SL03, eNodeB ID=133323, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,9.585,95,9.191,0,0,0,0,1083,1131,1083,7,7,539,533,0,14,14,285,285,0,0,0,0,0,43836,0,0,0,0,0,0,4,4,0,0,0,0,0,0,17,571,96,306,0,0,17,571,95,306,989,989,10109169256,570936912,173930656,561590008,400253,211837,323242,82806,0.444,6,10.721,20
2022-11-08 01:00,60,"E_JKS620_AsembarisVE-VCO/Cell:eNodeB Function Name=E_JKS620M42_Asembaris-VCO, Local Cell ID=15, Cell Name=E_JKS620VF2_Asembaris-VCO_VF01, eNodeB ID=629620, Cell FDD TDD indication=CELL_TDD",Reliable,0,50,16.189,50,37.126,2,2,0,0,328,1041,328,3,3,17,17,0,12,12,0,0,0,0,0,0,0,212260,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,155,43,62,0,0,0,155,43,61,259,259,26891531104,15713872120,1048461576,6675288176,1632270,687676,580698,839443,2.344,11,14.289,23
2022-11-08 01:00,60,"E_JKS620_AsembarisVE-VCO/Cell:eNodeB Function Name=E_JKS620M42_Asembaris-VCO, Local Cell ID=14, Cell Name=E_JKS620VE2_Asembaris-VCO_VE01, eNodeB ID=629620, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,20.471,100,36.57,3,3,4,0,10360,7830,10328,4,4,104,104,0,163,162,0,0,0,0,0,0,0,212259,0,0,0,0,0,0,250,247,3,0,0,0,0,0,157,4612,992,3228,0,0,157,4611,991,3224,8983,8983,30843371232,8790750904,529509520,1607048288,978359,488664,969302,358168,1.438,9,47.354,66
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=41, Cell Name=E_JKB559EL1_Lianabakerytempoofficeemacro_EL01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,6.019,95,8.717,0,0,0,0,742,1043,742,17,17,98,98,0,58,58,277,277,0,0,0,0,0,185665,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,385,32,121,0,0,4,385,32,121,542,542,5826393816,583651184,125858776,253155744,273895,181884,179239,71285,0.324,7,9.699,16
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=35, Cell Name=E_JKB559MF1_Lianabakery_MF03, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,11.965,100,28.169,1,1,1,0,3609,1327,3601,31,31,109,109,0,273,273,39,39,0,0,0,0,0,185665,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2344,156,663,0,0,1,2344,156,662,3163,3163,8907351336,1300627592,304071192,717066168,348475,306694,308557,185818,0.765,8,10.648,19
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=34, Cell Name=E_JKB559ME1_Lianabakery_ME03, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,10.317,100,36.464,2,2,2,0,7178,2695,7170,51,51,115,115,0,272,272,156,156,0,0,0,0,0,185725,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,4906,217,1227,0,0,0,4906,216,1227,6349,6349,5504704768,1111827112,196260128,652881480,319811,300735,233380,187190,1.061,8,16.541,28
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=32, Cell Name=N_JKB559MT1_Lianabakery_MT03, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,5.847,50,8.032,3,3,0,0,1283,1736,1277,67,67,335,335,0,243,243,35,35,0,0,0,0,0,185665,0,0,0,0,0,0,3,0,3,0,0,0,0,0,17,573,87,331,0,0,17,573,85,331,1006,1006,5369565488,438118752,138553800,414316488,421056,244837,369651,92234,0.524,8,11.628,23
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=31, Cell Name=E_JKB559ML1_Lianabakery_ML03, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,9.713,95,10.297,2,2,0,0,2188,8293,2187,174,174,152,152,0,394,394,101,101,0,0,0,0,0,185665,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1715,44,209,0,0,0,1715,43,209,1967,1967,11445538232,2666595824,538381472,1327717712,495856,454062,334339,263751,0.655,7,34.141,49
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=25, Cell Name=E_JKB559MF1_Lianabakery_MF02, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,3.942,100,16.37,0,0,0,0,1169,741,1169,31,31,24,24,0,71,71,35,35,0,0,0,0,0,185665,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,628,134,403,0,0,2,628,134,403,1167,1167,718465744,194414272,44547016,76915240,45557,55976,26817,17389,0.162,5,4.637,11
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=24, Cell Name=E_JKB559ME1_Lianabakery_ME02, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,8.87,100,27.347,1,1,4,0,1735,868,1723,20,20,98,98,0,81,81,111,111,0,0,0,0,0,185665,0,0,0,0,0,0,3,2,1,0,0,0,0,0,9,814,454,575,0,0,9,814,452,575,1849,1849,3407965256,672718704,79509168,246192896,230218,207758,571431,121739,0.813,7,6.609,14
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=22, Cell Name=N_JKB559MT1_Lianabakery_MT02, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,6.042,50,8.392,0,0,0,0,724,877,724,66,66,10,10,0,254,254,104,104,1,0,0,0,0,185665,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,247,30,367,0,0,0,246,30,367,645,645,7877622368,1278541200,159601216,436107096,486468,323254,383488,153502,0.603,7,8.442,15
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=21, Cell Name=E_JKB559ML1_Lianabakery_ML02, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,6.063,95,8.995,0,0,0,0,402,1350,401,6,6,64,64,1,297,297,23,23,0,0,0,0,0,185665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,14,87,0,0,0,192,14,87,293,293,5015342856,885324848,179268952,358770984,350005,278536,145684,99579,0.449,5,8.711,17
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=15, Cell Name=E_JKB559MF1_Lianabakery_MF01, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,5.471,100,16.499,1,1,0,0,1334,778,1334,7,7,39,39,0,41,41,48,48,0,0,0,0,0,185665,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,619,105,446,0,0,14,619,105,446,1184,1184,2472760648,627769184,93198008,171658088,92960,83785,51472,34750,0.178,5,6.325,15
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=14, Cell Name=E_JKB559ME1_Lianabakery_ME01, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,0,100,6.234,100,17.836,1,1,0,0,1995,812,1990,10,10,53,53,0,26,26,145,145,0,0,0,0,0,185665,0,0,0,0,0,0,1,0,1,0,0,0,0,0,34,1026,148,540,0,0,34,1026,148,540,1747,1747,6590579912,3860241560,153733864,340327416,235606,178727,79276,63581,0.362,5,6.876,15
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=12, Cell Name=N_JKB559MT1_Lianabakery_MT01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,50,7.684,50,10.646,1,1,1,0,1225,2013,1223,52,52,51,51,0,138,138,126,126,0,0,0,0,0,185665,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,526,61,224,0,0,4,521,59,224,808,808,10597981392,694889760,213573160,511506312,613031,389153,469263,161961,0.708,7,15.157,26
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=11, Cell Name=E_JKB559ML1_Lianabakery_ML01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,0,96,10.967,95,13.163,1,1,0,0,1781,3012,1781,52,52,54,54,0,154,154,192,192,0,0,0,0,0,185665,0,0,0,0,0,0,2,1,1,0,0,0,0,0,10,887,91,378,0,0,10,887,91,378,1366,1366,14083821056,1457413168,306718112,629483440,493906,402913,237798,158327,0.599,7,18.222,29
