Result Time,Granularity Period,Object Name,Reliability,"L.ChMeas.MIMO.PRB.CL.Rank1","L.ChMeas.MIMO.PRB.CL.Rank2","L.ChMeas.MIMO.PRB.OL.Rank1","L.ChMeas.MIMO.PRB.OL.Rank2","L.ChMeas.PDSCH.MCS.0","L.ChMeas.PDSCH.MCS.1","L.ChMeas.PDSCH.MCS.10","L.ChMeas.PDSCH.MCS.11","L.ChMeas.PDSCH.MCS.12","L.ChMeas.PDSCH.MCS.13","L.ChMeas.PDSCH.MCS.14","L.ChMeas.PDSCH.MCS.15","L.ChMeas.PDSCH.MCS.16","L.ChMeas.PDSCH.MCS.17","L.ChMeas.PDSCH.MCS.18","L.ChMeas.PDSCH.MCS.19","L.ChMeas.PDSCH.MCS.2","L.ChMeas.PDSCH.MCS.20","L.ChMeas.PDSCH.MCS.21","L.ChMeas.PDSCH.MCS.22","L.ChMeas.PDSCH.MCS.23","L.ChMeas.PDSCH.MCS.24","L.ChMeas.PDSCH.MCS.25","L.ChMeas.PDSCH.MCS.26","L.ChMeas.PDSCH.MCS.27","L.ChMeas.PDSCH.MCS.28","L.ChMeas.PDSCH.MCS.29","L.ChMeas.PDSCH.MCS.3","L.ChMeas.PDSCH.MCS.30","L.ChMeas.PDSCH.MCS.31","L.ChMeas.PDSCH.MCS.4","L.ChMeas.PDSCH.MCS.5","L.ChMeas.PDSCH.MCS.6","L.ChMeas.PDSCH.MCS.7","L.ChMeas.PDSCH.MCS.8","L.ChMeas.PDSCH.MCS.9","L.ChMeas.RI.Rank1","L.ChMeas.RI.Rank2","L.ChMeas.RI.Rank3","L.ChMeas.RI.Rank4"
,Minutes,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2022-11-08 01:00,60,"E_JKS620_AsembarisVE-VCO/Cell:eNodeB Function Name=E_JKS620M42_Asembaris-VCO, Local Cell ID=14, Cell Name=E_JKS620VE2_Asembaris-VCO_VE01, eNodeB ID=629620, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,16756138,28404172,39489,297555,9,18889,37820,18995,42772,59172,73439,0,112662,111934,3069,136666,147439,158967,147311,138226,51986,96718,366693,396816,2915,4030,7863,9829,5613,5373,6532,9780,11407,8440,522629,792320,0,0
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=41, Cell Name=E_JKB559EL1_Lianabakerytempoofficeemacro_EL01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,12918716,4315260,880042,0,7464,46119,10,31716,35276,37013,37047,32598,34126,1,32499,31506,4053,22815,15368,8503,5289,5984,3516,1259,964,523,21512,5118,32485,27702,7802,10435,17571,17585,28696,32485,394524,332139,0,0
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=35, Cell Name=E_JKB559MF1_Lianabakery_MF03, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,7440051,12554388,10855618,0,15482,175174,0,33302,45511,47279,45966,48028,48666,0,56680,62819,5660,71047,75976,80556,95283,92329,63324,53205,41874,43103,15097,4919,32649,7017,6340,8253,11447,17311,23982,26174,59091,212420,1313,622
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=34, Cell Name=E_JKB559ME1_Lianabakery_ME03, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,7727331,6499340,11806723,0,26846,292889,0,30706,35877,43823,51731,61584,55773,0,58075,59146,11898,60938,62016,56600,58701,58567,40840,25340,29556,19051,11327,9376,13078,6134,11334,14417,19371,25870,30390,27854,122564,215770,1368,514
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=32, Cell Name=N_JKB559MT1_Lianabakery_MT03, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,13049529,3601935,1161986,0,10465,63199,0,30674,40437,42000,50678,49660,53171,0,51584,43510,3892,36048,31206,27471,23759,20806,17165,14850,14469,19287,41718,5581,52510,72270,8235,11010,15116,19647,26172,30726,673688,456308,0,0
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=31, Cell Name=E_JKB559ML1_Lianabakery_ML03, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,16393795,13318382,2017552,0,14023,162512,0,27208,30175,32328,35501,38338,44688,0,48157,48370,12340,50579,48610,50502,45784,48494,46629,35913,37057,44438,90668,13852,49250,139197,17140,17735,21443,24547,25513,29926,369600,1190393,0,0
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=25, Cell Name=E_JKB559MF1_Lianabakery_MF02, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,3106724,2648301,2091775,0,4334,75147,0,9982,11254,12989,15409,19470,13450,0,14572,16067,1355,17721,16239,14797,14589,12802,5782,2398,1724,3065,5580,1107,5945,2526,1766,2263,3419,4948,6837,7953,30842,50764,49,36
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=24, Cell Name=E_JKB559ME1_Lianabakery_ME02, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,8104556,8689565,5170478,0,12558,124781,0,64942,60509,54318,48025,42836,36375,0,31711,29020,10830,26216,20776,16800,14439,13004,9137,6031,4134,4429,13898,11555,13165,3051,13225,16673,21993,31134,43003,55845,48432,49355,95,90
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=22, Cell Name=N_JKB559MT1_Lianabakery_MT02, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,12241187,5636882,658468,0,11708,42214,0,29735,43256,41096,47747,45155,52318,0,53860,50124,2650,51768,49388,55896,48355,35854,19590,12203,9454,8761,22658,3807,47208,81877,5360,7797,11976,17668,23635,31027,729998,368288,0,0
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=21, Cell Name=E_JKB559ML1_Lianabakery_ML02, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,12097149,5029909,1503632,0,9175,46640,0,32316,38467,39542,44403,44560,48375,0,51033,43326,3789,41931,34457,32370,23466,21001,15316,11055,11786,16813,22523,5320,37949,57367,7893,10008,13584,18645,23044,30780,384815,480225,0,0
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=15, Cell Name=E_JKB559MF1_Lianabakery_MF01, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,2528462,8161564,1534869,0,4254,65132,0,10397,12289,11086,13633,14678,15698,0,20046,27941,1195,27464,29652,28573,32412,31367,26212,20812,25344,22185,2443,2249,5778,4112,2001,2046,2150,3119,5289,6216,25844,139428,721,253
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=14, Cell Name=E_JKB559ME1_Lianabakery_ME01, eNodeB ID=131559, Cell FDD TDD indication=CELL_TDD",Reliable,1978984,10751984,1659114,0,16372,87923,2,13592,14408,11025,16396,16963,19093,0,23208,32506,3427,38197,49366,63772,78415,85249,58888,57362,52147,49638,2714,5270,6288,3802,2833,2828,2522,2767,4319,5700,25129,119530,613,87
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=12, Cell Name=N_JKB559MT1_Lianabakery_MT01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,21023216,2821224,561730,0,7393,60018,0,32672,44350,44657,55107,54827,62462,0,63530,57823,2852,55989,48635,47972,38383,31353,21645,14628,11269,10893,27706,4134,46249,71374,5730,8451,14184,21549,28641,36168,1690590,317660,0,0
2022-11-08 01:00,60,"E_JKB559_Lianabakery/Cell:eNodeB Function Name=E_JKB559M41_Lianabakery, Local Cell ID=11, Cell Name=E_JKB559ML1_Lianabakery_ML01, eNodeB ID=131559, Cell FDD TDD indication=CELL_FDD",Reliable,20396385,15386655,488375,0,8807,82495,4,41102,47598,50280,57718,52609,58411,5,61740,57988,3793,57662,50521,50983,46062,46032,39030,29229,26298,19724,29340,5209,48479,98943,6766,10090,15509,20771,25997,36973,1124629,928474,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=51, Cell Name=E_EPE033OL1_SetiabudirpjsmacroBTSH_OL02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,10832430,2670755,76113,0,4990,29984,0,14963,16815,18654,19138,18336,20051,0,18882,15750,1682,12368,9506,6932,3289,4548,5766,599,672,579,10210,2465,12330,17383,4248,5122,8956,8755,12029,13902,188364,130847,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=41, Cell Name=E_EPE033OL1_SetiabudirpjsmacroBTSH_OL01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,26348107,15775236,264694,0,87081,73999,0,30108,27179,29272,33068,31281,35009,0,37587,35853,31094,32203,30902,28272,22236,20812,16435,7638,8116,5700,90531,30988,16544,26904,37157,32991,37316,37073,35002,32192,1075444,442750,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=35, Cell Name=E_JKS486MF1_Setiabudirpj_MF03, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,4887397,7715099,2777060,120358,30325,30734,0,28332,14328,6529,7224,4338,2367,0,4381,2843,12204,2484,1666,1324,812,754,744,191,134,67,3320,6703,882,136,12950,16331,22726,35082,43534,47802,14480,30082,230,76
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=34, Cell Name=E_JKS486ME1_Setiabudirpj_ME03, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,9965272,4946452,1552540,3678,68798,62983,0,41297,31143,21999,25899,16124,7698,0,16302,9402,30115,7037,4168,2891,1696,1947,1519,239,308,146,2699,25319,1490,259,31046,32864,33863,40362,44454,45183,19202,35960,213,95
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=32, Cell Name=E_JKS486MT1_Setiabudirpj_MT03, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,33884571,27024524,1061980,0,178129,241767,17154,269284,306698,324450,324411,299362,264801,13804,252171,229376,61416,201191,170599,149262,118759,85449,52165,26149,21518,12536,182908,77205,166261,165285,99444,135102,165435,200663,233793,237589,2219312,2846056,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=31, Cell Name=E_JKS486ML1_Setiabudirpj_ML03, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,16554026,6387852,787100,0,26773,15678,0,37948,41488,43823,61482,49512,39707,0,34154,28180,14946,29466,20882,16851,11570,11911,12936,3028,4668,5003,67918,20178,30525,35345,24607,24814,34065,35466,34660,36668,401898,559626,6204,665
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=25, Cell Name=C_JKS486TF1_Setiabudirpj_TF02, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,20235656,24675848,145246,236014,0,115502,147018,124064,168136,186568,155021,0,200296,188305,22368,186570,186024,167404,148192,135372,79644,52646,123981,23937,30833,30626,57052,42898,43946,39333,59937,76706,94084,83203,213606,383608,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=24, Cell Name=C_JKS486TE1_Setiabudirpj_TE02, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,17735401,14011162,135254,297375,2,151218,185814,171995,215947,247056,174858,0,231784,212017,25100,205924,222702,181058,151113,142041,93620,42851,119987,17838,38715,35509,55823,38576,48559,47341,69114,89441,114750,114031,230458,325354,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=22, Cell Name=E_JKS486MT1_Setiabudirpj_MT02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,46005962,26713829,2518343,0,132172,40608,22385,270721,293589,300638,289973,256700,237534,20650,233666,198665,55548,165719,134967,103277,77376,60543,39546,23140,24278,6800,245350,71049,310313,269947,119516,126298,155677,188000,230003,234130,2123491,2318570,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=21, Cell Name=E_JKS486ML1_Setiabudirpj_ML02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,53233768,71261135,4766351,0,74544,35966,11507,228372,274729,303883,341520,349200,320255,28246,370547,432152,47528,385765,376101,330176,277517,231146,161192,95298,87725,88373,177646,59650,299424,560979,76205,92144,118170,157124,170736,195239,1961120,5084002,155886,16082
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=15, Cell Name=E_JKS486MF1_Setiabudirpj_MF01, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,10705600,18169513,7534440,70460,114548,161194,166,97627,106603,113539,148113,148353,151955,0,179987,143192,26978,136396,91384,105561,87358,84529,60436,30504,48197,14049,9240,23776,5609,3008,35533,41409,46227,56916,67205,78841,131131,254286,33775,369
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=14, Cell Name=E_JKS486ME1_Setiabudirpj_ME01, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,16193000,14430313,11495933,12388,238986,259185,89,106986,104118,110603,138609,125292,129168,0,148428,127572,47383,123995,93517,89670,70655,64673,47251,19281,31248,10098,14851,39819,6168,2403,59479,67837,73008,86457,94364,94200,150850,380600,43200,845
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=12, Cell Name=E_JKS486MT1_Setiabudirpj_MT01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,90474375,34947637,3420481,0,136049,47384,87718,408612,446520,504492,490978,505710,365365,149063,471983,430511,61293,382784,329335,267120,201587,139995,94010,61430,68744,8614,318936,78995,493528,476404,146856,167093,194155,242120,302520,263119,5756516,2788236,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=11, Cell Name=E_JKS486ML1_Setiabudirpj_ML01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,95240905,81122163,3061421,0,614093,46815,36933,299972,380850,451098,501603,598894,492445,82752,546687,582542,33658,592468,579246,564073,532136,479044,419207,253529,405666,324892,338765,41411,633636,1051935,75568,77424,95432,135715,178362,196816,4542106,6820994,361577,305279
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=33, Cell Name=E_JKS486MR1_Setiabudirpj_MR03, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,4250078,2647878,98404,0,98849,22245,0,39092,40081,37036,34918,29902,20156,0,18481,21519,29229,10975,9715,7474,4964,3577,3231,1928,483,889,50805,26998,21188,20751,28196,33263,34024,36946,37939,39363,168005,218140,2152,294
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=23, Cell Name=E_JKS486MR1_Setiabudirpj_MR02, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,18767608,39986324,1338623,0,61534,89523,506,55072,74639,84895,117446,128936,145773,3220,159898,167968,18661,191516,181376,190729,195102,183733,165763,119265,105145,134972,82181,19664,87628,291983,18672,20351,24555,30444,38365,47413,404984,1062893,62252,7619
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=13, Cell Name=E_JKS486MR1_Setiabudirpj_MR01, eNodeB ID=133486, Cell FDD TDD indication=CELL_FDD",Reliable,25699738,31988845,1510701,0,37718,70559,3566,72735,89129,97358,111629,124021,136316,5798,152195,164902,13703,174770,186427,201727,198159,168617,392315,73136,99266,260876,118982,17913,131496,318603,22946,29256,37428,46661,57512,64044,442896,1403371,17412,24648
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=55, Cell Name=C_JKS486TF1_Setiabudirpj_TF05, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,14954603,25104517,54676,253871,160,125929,153819,117061,149895,165695,138247,0,171776,159414,18785,165360,169872,153140,137264,135200,91072,51090,171682,36445,19524,29336,27891,22504,40377,36615,53998,73510,96980,86174,183874,425839,0,0
2022-11-08 01:00,60,"E_JKS486_Setiabudirpj/Cell:eNodeB Function Name=E_JKS486M41_Setiabudirpj, Local Cell ID=54, Cell Name=C_JKS486TE1_Setiabudirpj_TE05, eNodeB ID=133486, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,12275113,26179734,62653,335499,108,190602,221190,179730,193174,201998,157547,0,201483,191892,21150,198729,208391,195874,175474,181995,121778,59744,190754,28187,25534,32626,40492,37450,50188,55710,82072,109490,132413,132907,252772,479218,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=41, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL04, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,152814,2007,2852,0,206,4,0,152,272,320,325,430,461,0,441,351,5,342,433,428,404,262,114,21,125,1556,96,8,282,1039,508,8,8,24,38,305,17790,566,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=31, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL03, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,21095,205881,1791,0,67,4,0,315,756,661,767,536,418,0,448,302,26,344,218,317,65,80,69,108,169,352,483,13,1224,1225,234,61,104,108,120,240,1584,4271,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=21, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL02, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,11846,31479,1277,0,56,34,0,52,93,96,163,86,98,0,149,176,1,287,190,348,449,712,571,349,600,1839,45,49,105,979,175,28,25,32,79,83,1981,5785,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=11, Cell Name=E_JSX930IL8_Telkomlandmarktwrlampsite9_IL01, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,389828,133355,23920,0,584,51,0,294,352,396,565,846,2414,0,1984,530,116,826,471,619,399,304,280,242,243,728,1433,84,801,1064,210,74,97,147,375,386,21152,35182,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=33, Cell Name=E_JSX930IR8_Telkomlandmarktwrlampsite9_IR03, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,1029,807,0,0,3,245,0,2,4,1,2,19,5,0,5,10,0,11,7,6,3,4,2,2,0,3,25,0,4,25,0,0,0,1,0,0,84,416,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=32, Cell Name=E_JSX930IT8_Telkomlandmarktwrlampsite9_IT03, eNodeB ID=634930, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,4129,0,2,11,0,0,46,72,49,31,26,0,35,0,0,0,0,0,0,0,0,0,0,0,7,0,26,6,0,1,5,5,4,4,0,0,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=35, Cell Name=E_JSX930IF8_Telkomlandmarktwrlampsite9_IF03, eNodeB ID=634930, Cell FDD TDD indication=CELL_TDD",Reliable,1126395,0,252,0,3,65,0,1313,11638,654,5247,1672,504,0,46,14,0,2,2,0,0,0,0,0,0,0,2,0,6,0,3,9,744,1021,649,491,404,1,0,0
2022-11-08 01:00,60,"E_JSX930_Telkomlandmarktwrlampsite9INDOOR/Cell:eNodeB Function Name=E_JSX930M48_Telkomlandmarktwrlampsite9INDOOR, Local Cell ID=34, Cell Name=E_JSX930IE8_Telkomlandmarktwrlampsite9_IE03, eNodeB ID=634930, Cell FDD TDD indication=CELL_TDD",Reliable,377150,33030,3454,0,789,1442,0,1053,949,92,389,34,4,0,140,107,217,179,87,32,42,77,0,16,8,19,89,282,13,4,306,267,284,601,777,227,2098,688,0,0
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=35, Cell Name=E_DPK101MF1_Bktsawangan_MF03, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,5092367,20863993,858585,2132,26763,52247,21,39532,41625,43208,53265,50851,38736,0,78438,60622,5058,59294,56919,56775,69333,57841,76012,59034,158410,41328,7486,4101,4815,2469,6985,9973,14090,19630,26741,31619,66740,197337,194,25
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=34, Cell Name=E_DPK101ME1_Bktsawangan_ME03, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,635032,5476845,1200110,449,122319,78451,101,17852,15879,16894,16401,17182,19836,0,24075,21888,15090,23190,20150,17310,19701,58754,23865,7488,20840,6255,1060,12101,929,601,13515,13287,12143,15027,15366,13825,49923,139151,22,23
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=32, Cell Name=E_DPK101MT1_Bktsawangan_MT03, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,14822009,20079547,2898001,0,62858,283786,39250,113257,123560,116076,118319,117171,69910,50811,124744,134366,26805,140439,134467,121154,99901,75246,52385,36658,34780,16821,158824,34849,151587,174919,42932,59889,59849,78680,95741,64692,1421796,3634845,0,0
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=31, Cell Name=E_DPK101ML1_Bktsawangan_ML03, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,39125502,22027873,1590101,0,51629,53643,27890,93421,101614,103070,107945,124524,87471,37533,119304,123395,15313,118930,136988,128735,123234,96730,58143,46274,65903,275156,238893,25293,165639,282345,40557,83791,77718,140748,130052,96817,1243592,2121440,23644,9173
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=25, Cell Name=E_DPK101MF1_Bktsawangan_MF02, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,4167893,16406022,1861803,131,27202,90283,5,28553,36921,44788,60676,60033,89491,0,131730,116626,10984,113539,115632,106837,102532,35180,69785,52055,110220,56545,3358,5125,4838,3571,11399,13405,13909,16562,20095,21142,37194,210175,654,78
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=24, Cell Name=E_DPK101ME1_Bktsawangan_ME02, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,11035293,8024533,3547786,271434,70691,192003,23,46796,39659,39184,47906,37749,32895,0,45251,37626,26568,35030,23668,27267,23100,33718,21731,5517,11847,4437,8709,26227,3584,1357,35193,40560,38494,42979,43624,43061,89360,345807,445,108
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=22, Cell Name=E_DPK101MT1_Bktsawangan_MT02, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,36176302,48967393,1110750,0,120078,246938,110619,256755,303038,317861,332605,323476,172289,152442,311178,296169,29953,285192,278860,275744,264969,227452,188475,159060,249383,199490,326824,41231,549224,811351,57833,93452,101580,150852,196221,123099,2697981,7646593,0,0
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=21, Cell Name=E_DPK101ML1_Bktsawangan_ML02, eNodeB ID=144101, Cell FDD TDD indication=CELL_FDD",Reliable,21438423,39562241,1317080,0,59662,54958,12517,45478,62350,73587,87794,107549,73522,43113,126983,146855,15851,154701,159440,164449,160921,149476,105222,80521,98144,124844,115336,12032,104822,342964,12781,18210,16749,24829,29260,26858,887469,5445962,15818,1234
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=15, Cell Name=E_DPK101TF1_Bktsawangan_TF01, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,7578311,16107565,26933,96532,0,39465,46174,48179,56651,72613,87058,0,98200,76033,8599,53863,41330,37737,39202,40476,24759,24174,61328,5259,5873,10723,7976,6569,13050,10156,18985,24925,31294,33367,103168,201019,0,0
2022-11-08 01:00,60,"E_DPK101_Bktsawangan/Cell:eNodeB Function Name=E_DPK101M41_Bktsawangan, Local Cell ID=14, Cell Name=E_DPK101TE1_Bktsawangan_TE01, eNodeB ID=144101, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,7468510,18227609,98711,184053,0,71005,81671,92602,114205,147222,154468,0,171083,130200,13541,92275,67009,52360,45460,40174,28046,13387,39778,2940,11868,18459,8526,3583,24010,19966,38173,47462,58455,63089,142472,318771,0,0
