Result Time,Granularity Period,Object Name,Reliability,"L.ChMeas.MIMO.PRB.CL.Rank1","L.ChMeas.MIMO.PRB.CL.Rank2","L.ChMeas.MIMO.PRB.OL.Rank1","L.ChMeas.MIMO.PRB.OL.Rank2","L.ChMeas.PDSCH.MCS.0","L.ChMeas.PDSCH.MCS.1","L.ChMeas.PDSCH.MCS.10","L.ChMeas.PDSCH.MCS.11","L.ChMeas.PDSCH.MCS.12","L.ChMeas.PDSCH.MCS.13","L.ChMeas.PDSCH.MCS.14","L.ChMeas.PDSCH.MCS.15","L.ChMeas.PDSCH.MCS.16","L.ChMeas.PDSCH.MCS.17","L.ChMeas.PDSCH.MCS.18","L.ChMeas.PDSCH.MCS.19","L.ChMeas.PDSCH.MCS.2","L.ChMeas.PDSCH.MCS.20","L.ChMeas.PDSCH.MCS.21","L.ChMeas.PDSCH.MCS.22","L.ChMeas.PDSCH.MCS.23","L.ChMeas.PDSCH.MCS.24","L.ChMeas.PDSCH.MCS.25","L.ChMeas.PDSCH.MCS.26","L.ChMeas.PDSCH.MCS.27","L.ChMeas.PDSCH.MCS.28","L.ChMeas.PDSCH.MCS.29","L.ChMeas.PDSCH.MCS.3","L.ChMeas.PDSCH.MCS.30","L.ChMeas.PDSCH.MCS.31","L.ChMeas.PDSCH.MCS.4","L.ChMeas.PDSCH.MCS.5","L.ChMeas.PDSCH.MCS.6","L.ChMeas.PDSCH.MCS.7","L.ChMeas.PDSCH.MCS.8","L.ChMeas.PDSCH.MCS.9","L.ChMeas.RI.Rank1","L.ChMeas.RI.Rank2","L.ChMeas.RI.Rank3","L.ChMeas.RI.Rank4"
,Minutes,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2022-11-08 01:00,60,"E_SKB207_Kutajayacicurug-DMT/Cell:eNodeB Function Name=E_SKB207M41_Kutajayacicurug-DMT, Local Cell ID=31, Cell Name=E_SKB207ML1_Kutajayacicurug-DMT_ML03, eNodeB ID=148207, Cell FDD TDD indication=CELL_FDD",Reliable,56854859,16047854,1596717,0,19082,103675,0,91408,107117,114571,116812,105134,106826,0,99899,90454,12703,87510,70690,62130,50775,43210,26328,16513,20312,6806,134526,23302,117871,109757,43588,63589,78112,80044,79837,89969,1228906,945175,322,81
2022-11-08 01:00,60,"E_SKB207_Kutajayacicurug-DMT/Cell:eNodeB Function Name=E_SKB207M41_Kutajayacicurug-DMT, Local Cell ID=23, Cell Name=E_SKB207MR1_Kutajayacicurug-DMT_MR02, eNodeB ID=148207, Cell FDD TDD indication=CELL_FDD",Reliable,7891809,25208146,645464,0,34861,9436,0,73245,80221,83401,90668,100611,113507,0,106027,110837,12984,116719,115877,104067,79940,56637,32686,20748,24960,22296,86545,18183,112190,190071,42772,31216,38285,47295,56370,69686,331124,1538097,351,16
2022-11-08 01:00,60,"E_SKB207_Kutajayacicurug-DMT/Cell:eNodeB Function Name=E_SKB207M41_Kutajayacicurug-DMT, Local Cell ID=13, Cell Name=E_SKB207MR1_Kutajayacicurug-DMT_MR01, eNodeB ID=148207, Cell FDD TDD indication=CELL_FDD",Reliable,3311553,25600187,417690,0,33771,9844,25946,104907,117357,122536,135884,151106,127155,42062,154095,145263,13843,147818,166306,187103,175599,124865,82900,66565,86783,61940,83612,19424,130348,381523,59918,48269,42087,68609,79466,67163,146936,4894913,1154,167
2022-11-08 01:00,60,"E_SKB207_Kutajayacicurug-DMT/Cell:eNodeB Function Name=E_SKB207M41_Kutajayacicurug-DMT, Local Cell ID=33, Cell Name=E_SKB207MR1_Kutajayacicurug-DMT_MR03, eNodeB ID=148207, Cell FDD TDD indication=CELL_FDD",Reliable,5834023,13956235,286992,0,92124,30069,0,117281,109013,102604,107529,108442,119681,0,95119,73202,38729,62703,51873,45531,35466,27819,20204,13333,19540,13857,141875,48643,102853,102994,78158,70330,87841,99823,109261,127942,825186,2263590,69,12
2022-11-08 01:00,60,"E_SKB207_Kutajayacicurug-DMT/Cell:eNodeB Function Name=E_SKB207M41_Kutajayacicurug-DMT, Local Cell ID=42, Cell Name=E_SKB207ST1_Kutajayacicurug-DMT_ST01, eNodeB ID=148207, Cell FDD TDD indication=CELL_FDD",Reliable,17689654,11235164,207289,0,158259,49738,17998,37876,51259,55960,67386,65498,36747,38150,84636,81911,7274,76876,64309,58743,48263,36603,23979,16978,41540,41825,50117,8923,66988,85512,10790,17006,19570,24996,29604,15270,1508981,1471099,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=32, Cell Name=E_SKB612MT1_Cikembar3_MT03, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,43923996,7679471,868674,0,103540,92401,42434,95215,102533,81511,66336,56616,40207,16345,50419,49213,52658,43043,36034,28477,20719,14694,8649,4392,2352,521,157340,61238,71427,41225,72500,74375,74462,75789,80859,50335,1090049,424052,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=31, Cell Name=E_SKB612ML1_Cikembar3_ML03, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,20533912,17904607,3115302,0,38187,66311,13458,69605,83122,86230,96534,91489,76018,18382,92121,87243,20267,88844,79210,59409,35042,22867,14704,10143,12966,8919,56916,23856,64409,81009,28776,34953,34732,43125,49875,48546,639087,1280996,336,28
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=22, Cell Name=E_SKB612MT1_Cikembar3_MT02, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,43017667,3382815,847467,0,59279,80144,21934,89412,123759,123558,126679,94530,64261,18724,68250,53406,13371,47268,41826,35198,27430,25785,24844,18780,39241,40951,107718,15818,85325,77478,24625,35501,53189,68857,85346,69285,1721438,739735,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=21, Cell Name=E_SKB612ML1_Cikembar3_ML02, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,6092360,22891443,446583,0,9758,50109,5045,34135,44347,50882,65209,79235,80840,22394,122956,138139,3890,155173,160090,169840,148332,139214,123262,114454,158347,258104,35985,5555,57673,226931,7633,12444,9740,17606,21411,23174,523459,3324456,598,141
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=12, Cell Name=E_SKB612MT1_Cikembar3_MT01, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,13590932,11388280,393694,0,14712,63410,26419,81448,76973,61866,69444,81078,58317,39254,97932,86214,14467,75649,63573,51482,34498,25448,18914,15257,11187,5939,70577,21741,64571,68719,29544,43302,54967,74942,91273,68181,1236221,1437032,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=11, Cell Name=E_SKB612ML1_Cikembar3_ML01, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,4876112,14604037,754874,0,47716,37604,3824,21409,23501,27934,29240,27627,24564,6660,32757,37300,4041,42570,37310,34646,25302,19372,13205,8614,8410,6315,60740,4523,18609,31197,5976,8039,11651,13510,16011,15165,242926,725852,549,130
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=55, Cell Name=E_SKB612TF1_Cikembar3_TF05, eNodeB ID=148612, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,3843512,7029538,10019,72171,11,9490,6976,7941,14387,19792,23412,0,27691,33058,1295,41866,42562,47194,43472,39891,24601,17669,36163,11864,964,3440,3149,1757,7031,9145,17498,29836,28101,6028,38305,99507,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=54, Cell Name=E_SKB612TE1_Cikembar3_TE05, eNodeB ID=148612, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,3003064,6888007,9828,23623,0,17992,23171,26232,42033,50958,51675,0,46999,32399,1615,30134,27636,25255,21383,19088,11877,10557,41161,21030,5915,4367,4779,1989,4544,5128,3282,12405,14395,11625,112891,154664,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=25, Cell Name=E_SKB612TF1_Cikembar3_TF02, eNodeB ID=148612, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,3889887,4358294,7656,55319,0,24353,24616,17531,18794,16305,16208,0,16273,15905,1904,17317,17360,17883,16945,15546,13607,7588,27108,13074,940,2831,1246,968,3520,3026,5464,8965,11850,13448,28423,72579,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=24, Cell Name=E_SKB612TE1_Cikembar3_TE02, eNodeB ID=148612, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,3015366,6721038,18591,23973,0,39130,44640,31289,35386,35621,36271,0,39416,23196,4033,20303,17615,15669,13641,10948,7881,4241,23588,6094,11416,7413,4369,1176,9520,10607,12104,24541,31273,27001,92239,114187,0,0
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=33, Cell Name=E_SKB612MR1_Cikembar3_MR03, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,11834334,17272337,380176,0,224486,78176,0,23624,28792,33962,35655,26822,23029,0,29044,33738,3831,38047,37225,40858,35282,37982,35123,31267,60882,16998,27032,5872,28672,66646,4907,7489,8710,12445,15565,21072,190794,403673,262,187
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=23, Cell Name=E_SKB612MR1_Cikembar3_MR02, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,2707428,8815933,391670,0,260975,54249,0,6498,7888,9191,12964,14908,15154,0,14551,18444,3756,20197,24050,28261,33811,35065,37377,39352,63765,63115,14209,5492,13179,54948,5400,5370,3409,3475,5246,7959,77226,478007,2629,840
2022-11-08 01:00,60,"E_SKB612_Cikembar3/Cell:eNodeB Function Name=E_SKB612M41_Cikembar3, Local Cell ID=13, Cell Name=E_SKB612MR1_Cikembar3_MR01, eNodeB ID=148612, Cell FDD TDD indication=CELL_FDD",Reliable,5300954,13823868,468229,0,237098,76289,0,9137,10334,14995,20674,32313,31436,0,32024,40206,5092,36760,36757,37977,34215,26858,24725,25778,33482,14209,37140,4906,17751,59667,4480,7208,4124,4920,5426,9323,103027,453706,1815,436
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=23, Cell Name=E_SKB032MR1_Cibadakckmbr_MR02, eNodeB ID=148032, Cell FDD TDD indication=CELL_FDD",Reliable,1812973,2068092,76252,0,11963,2836,0,18540,23807,28985,31608,39745,47488,0,58115,72638,4663,75135,81107,86492,74634,74274,61499,52131,73597,172828,6533,5525,18721,111756,9247,7320,9596,12172,13224,16821,225343,2329214,35,16
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=22, Cell Name=E_SKB032MT1_Cibadakckmbr_MT02, eNodeB ID=148032, Cell FDD TDD indication=CELL_FDD",Reliable,2189229,2898602,295307,0,15862,2737,2567,10108,14483,18288,24227,28536,20260,11831,45313,61575,1449,73769,72421,65202,62444,63828,71547,88590,130210,30584,11041,1756,20996,114500,2007,2779,2703,3840,5775,4743,900158,1121914,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=21, Cell Name=E_SKB032ML1_Cibadakckmbr_ML02, eNodeB ID=148032, Cell FDD TDD indication=CELL_FDD",Reliable,1844111,7379400,195434,0,12598,9070,2767,26120,32914,39207,44988,48589,44288,10031,57644,62113,3672,59532,61578,65659,62865,58003,47209,40023,42953,50190,7918,5221,19712,57756,7102,10288,11087,16346,19540,20546,166694,1683958,142,68
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=13, Cell Name=E_SKB032MR1_Cibadakckmbr_MR01, eNodeB ID=148032, Cell FDD TDD indication=CELL_FDD",Reliable,4189985,13283481,622374,0,19790,5481,0,37833,44818,49480,55699,62214,68427,0,79073,81057,9152,69508,84858,84287,63060,56851,40939,26750,31231,30256,30002,11760,56254,130722,17701,15166,18650,23936,26006,34015,486093,1921937,687,184
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=12, Cell Name=E_SKB032MT1_Cibadakckmbr_MT01, eNodeB ID=148032, Cell FDD TDD indication=CELL_FDD",Reliable,8984533,7755592,489251,0,18005,41971,11662,58183,68382,74543,84025,84926,57151,29125,89268,92982,6984,97076,94546,102011,100287,83517,57658,36632,32199,22489,51647,11026,76958,125970,15256,26061,23042,37392,47187,43540,1303202,1467318,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=11, Cell Name=E_SKB032ML1_Cibadakckmbr_ML01, eNodeB ID=148032, Cell FDD TDD indication=CELL_FDD",Reliable,8600089,19034961,2236281,0,28726,29607,6636,30917,43613,51083,61617,62383,51687,16446,69854,87068,2874,77636,73429,73999,60267,62387,60651,65552,92403,319443,26173,4479,39001,93954,6795,10423,11348,16664,20846,20729,831184,2975673,891,175
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=35, Cell Name=E_SKB032TF1_Cibadakckmbr_TF04, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,12677450,25405364,15287,107790,0,45094,59405,70577,81726,87055,87487,0,97450,87429,623,89821,79382,63220,44944,33185,14084,11166,17861,2363,3134,1634,10571,5283,3781,4084,8878,14476,19661,29153,127289,260280,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=45, Cell Name=E_SKB032TF1_Cibadakckmbr_TF05, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,1281564,656699,3052,45377,0,795,1586,4249,13574,17077,13336,0,11590,9303,121,8737,6046,4537,3358,3527,2716,2474,13349,14542,195,123,161,273,517,896,1749,1572,511,384,21513,43504,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=34, Cell Name=E_SKB032TE1_Cibadakckmbr_TE04, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,2818629,23456392,6914,79458,0,18436,24660,34318,45663,59701,66461,0,74334,75489,921,87252,80798,66665,56448,50511,29654,22094,35956,13610,1466,1153,8627,5345,2271,2789,5340,6347,7677,10450,52715,119137,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=44, Cell Name=E_SKB032TE1_Cibadakckmbr_TE05, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,1541582,290572,1676,16270,0,1071,1499,1181,2734,3719,4538,0,4966,4764,80,3867,3000,2524,1762,1350,1066,544,2621,206,120,74,81,68,102,289,807,1204,995,698,9995,18330,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=15, Cell Name=E_SKB032TF1_Cibadakckmbr_TF01, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,2037446,7696707,2601,14139,0,15423,23325,27680,36564,41054,43807,0,44976,41643,726,38650,28077,16229,11625,12772,14926,6399,35014,9946,2555,2001,1700,1196,4431,7026,9567,8736,10085,11499,8375,30203,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=25, Cell Name=E_SKB032TF1_Cibadakckmbr_TF02, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,5830151,13470014,9594,54488,7,44963,42553,28229,29355,35869,30997,0,35698,34038,3052,39462,37265,34653,28835,23284,13306,7840,20799,10493,1584,5626,3379,1346,8891,15683,34937,65433,53717,40702,61413,82004,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=14, Cell Name=E_SKB032TE1_Cibadakckmbr_TE01, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,469525,2503378,8088,16029,0,4886,7645,8973,15177,17763,17916,0,17998,16175,163,11003,8631,6756,5059,4354,2175,2597,5400,815,2409,310,815,408,245,363,931,1676,2915,2817,13824,32908,0,0
2022-11-08 01:00,60,"E_SKB032_Cibadakckmbr/Cell:eNodeB Function Name=E_SKB032M41_Cibadakckmbr, Local Cell ID=24, Cell Name=E_SKB032TE1_Cibadakckmbr_TE02, eNodeB ID=148032, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,2581761,2528859,5311,31113,1,6366,8319,8512,13210,10960,6618,0,5935,4793,1278,7064,6798,6258,5441,4823,3460,3188,5199,3151,761,2665,784,479,3110,3175,3534,4021,4371,4154,9208,36841,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=32, Cell Name=E_CBN176MT1_Perumbogorasri-DMT_MT03, eNodeB ID=434176, Cell FDD TDD indication=CELL_FDD",Reliable,62285124,13583102,700741,0,77711,284543,0,217929,227391,219594,208379,223751,227405,0,192301,136229,28560,103468,87336,81233,57941,44429,25182,15380,51654,6644,282581,31653,272725,124100,49825,66690,86969,112761,162173,184680,3078109,1463756,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=22, Cell Name=E_CBN176MT1_Perumbogorasri-DMT_MT02, eNodeB ID=434176, Cell FDD TDD indication=CELL_FDD",Reliable,986651,1355991,165197,0,2918,25990,0,2565,2227,2823,4549,4485,5806,0,4510,5194,1972,4035,3583,2073,1517,3009,4828,912,475,779,5588,1696,1695,2462,2094,2122,1740,1802,3120,2288,147828,139284,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=12, Cell Name=E_CBN176MT1_Perumbogorasri-DMT_MT01, eNodeB ID=434176, Cell FDD TDD indication=CELL_FDD",Reliable,1917199,320972,82180,0,16217,17125,0,2328,2604,3103,3305,2723,4187,0,4794,4673,1715,4085,3337,3742,1715,1465,977,589,691,272,10114,1291,2277,4057,1215,1146,1291,1512,1711,2120,78940,20827,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=35, Cell Name=E_CBN176MF1_Perumbogorasri-DMT_TF03, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,13964028,15767884,67233,53455,0,111786,108185,78054,76255,65134,49781,0,44851,38092,24489,34640,27559,25648,26850,23678,10255,8779,19048,5942,70057,30680,41664,5409,39718,47011,58505,83134,109369,105168,174074,263107,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=25, Cell Name=E_CBN176MF1_Perumbogorasri-DMT_TF02, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,6284424,11527039,82078,28593,10,89778,112605,93384,116483,129163,114613,0,149865,159932,12157,166448,168989,145880,132772,127352,84713,49338,140181,23984,61563,17708,61023,39130,25868,31193,43827,65204,81595,76910,79484,261581,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=15, Cell Name=E_CBN176MF1_Perumbogorasri-DMT_TF01, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,10555740,20633018,129851,92166,0,142493,173105,134684,172435,169219,129950,0,144145,115902,34975,105227,93111,82908,74188,62594,24753,28048,63545,27996,97757,44468,57295,10943,52130,59468,87007,121881,136790,114530,153678,394915,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=34, Cell Name=E_CBN176ME1_Perumbogorasri-DMT_TE03, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,7692714,9971011,66518,61879,0,128085,146670,96840,109423,106977,93950,0,103717,85006,25313,68321,58862,56530,57051,53047,36121,20834,82219,24640,72337,36548,47325,11025,44008,49240,57950,86059,100612,100707,151341,282505,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=24, Cell Name=E_CBN176ME1_Perumbogorasri-DMT_TE02, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,13469326,35122857,65594,45917,0,107008,129660,129760,156213,174143,143456,0,179191,170935,29863,183407,193614,169381,155055,141016,100741,52067,153714,32593,75471,42957,66978,23106,69537,90129,89371,108969,120792,101959,108517,326558,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=14, Cell Name=E_CBN176ME1_Perumbogorasri-DMT_TE01, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,9895791,16200808,106123,89658,0,135308,167972,140456,187610,198193,144126,0,179857,145180,32491,133172,123222,100492,86109,67731,31242,19454,42002,4562,84319,44918,46525,11264,57228,61454,77471,102767,122004,114013,188982,287641,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=65, Cell Name=E_CBN176MF1_Perumbogorasri-DMT_TF06, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,9688247,21389668,82058,88662,0,112714,128801,108414,127216,133548,141758,0,134512,96366,23182,80195,60630,55090,56492,56004,31012,20767,83315,30198,66975,26565,44907,15886,31163,31198,39429,65320,93199,90771,229336,452475,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=55, Cell Name=E_CBN176MF1_Perumbogorasri-DMT_TF05, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,40709224,17651865,78674,97388,21,237270,270110,227470,251865,251740,187025,0,208828,183002,27896,176150,164294,147824,122786,115386,69002,47039,125501,24860,83846,42682,85550,42548,53262,64700,79860,119548,170908,187796,304346,370614,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=45, Cell Name=E_CBN176MF1_Perumbogorasri-DMT_TF04, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,11495192,9409432,54410,25302,1,40272,42568,25178,31237,30845,27758,0,29327,25290,16536,24079,22123,21014,24371,25857,18550,11188,32033,8345,40272,18568,23613,4097,20363,25801,30182,46600,51304,37295,95377,254542,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=64, Cell Name=E_CBN176ME1_Perumbogorasri-DMT_TE06, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,32121315,20595725,629855,130933,4,155321,170259,135834,161786,157615,123512,0,132340,116303,38102,114259,115925,113596,114196,110284,83643,47337,171468,51354,209802,42213,80522,24120,51437,61819,79909,117143,160718,138287,227574,597912,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=54, Cell Name=E_CBN176ME1_Perumbogorasri-DMT_TE05, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,15063880,18199982,72272,72287,26,143829,166236,146135,177413,202029,146989,0,180473,163901,28198,170516,179851,152776,134458,117961,78433,41001,109169,23514,74094,39928,61270,23367,55171,60484,68594,102517,130920,124217,266801,414391,0,0
2022-11-08 01:00,60,"CBN176_Perumbogorasri-DMT/Cell:eNodeB Function Name=CBN176_Perumbogorasri-DMT, Local Cell ID=44, Cell Name=E_CBN176ME1_Perumbogorasri-DMT_TE04, eNodeB ID=434176, Cell FDD TDD indication=CELL_TDD",Reliable,0,0,4515734,7041616,25743,17683,0,27284,25926,14623,13712,12737,11350,0,12650,13732,13657,13039,9934,8236,9366,7306,3899,2652,6168,1575,25318,19015,13322,1381,26128,24204,28142,36570,36075,25763,100598,149936,0,0
2022-11-08 01:00,60,"E_CBN177_Kiarapandakbogor-DMT/Cell:eNodeB Function Name=CBN177M41_Kiarapandakbogor-DMT, Local Cell ID=32, Cell Name=E_CBN177MT1_Kiarapandakbogor-DMT_MT03, eNodeB ID=434177, Cell FDD TDD indication=CELL_FDD",Unreliable,18798072,5471954,58079,0,10116,4520,0,27938,35184,33891,36669,45785,74332,0,99303,119312,6572,117870,84711,56525,49641,45287,33406,25444,19205,7664,40944,6501,38372,106545,17311,9557,12802,13430,16463,22354,1138597,466409,0,0
2022-11-08 01:00,60,"E_CBN177_Kiarapandakbogor-DMT/Cell:eNodeB Function Name=CBN177M41_Kiarapandakbogor-DMT, Local Cell ID=22, Cell Name=E_CBN177MT1_Kiarapandakbogor-DMT_MT02, eNodeB ID=434177, Cell FDD TDD indication=CELL_FDD",Unreliable,3505256,1767627,146116,0,5666,20503,0,11310,13360,10817,12573,13400,13879,0,14220,13864,1892,11391,6611,3031,1169,607,310,145,153,91,23636,3339,9089,9416,6493,8054,12331,13444,14681,15064,173755,134555,0,0
2022-11-08 01:00,60,"E_CBN177_Kiarapandakbogor-DMT/Cell:eNodeB Function Name=CBN177M41_Kiarapandakbogor-DMT, Local Cell ID=12, Cell Name=E_CBN177MT1_Kiarapandakbogor-DMT_MT01, eNodeB ID=434177, Cell FDD TDD indication=CELL_FDD",Unreliable,19690750,6825730,457926,0,25442,46497,0,68931,62152,45433,39338,32499,36844,0,30767,24390,24639,26396,31910,33789,16934,8023,3863,2575,1739,460,105233,18936,62844,40944,21569,31810,48430,56388,96664,90799,519653,356230,0,0
